,gene function,organism,nador_2_counts,phylum,class,order,family,oualidia_2_counts,oualidia_1_counts,nador_1_counts
12347,1-acyl-sn-glycerol-3-phosphate acyltransferase,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
12360,1-deoxy-D-xylulose-5-phosphate synthase,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,1.0,
12410,2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1 7-dioic acid hydratase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,4.0,
12420,2-oxoglutarate dehydrogenas,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,
12434,2-succinyl-6-hydroxy-,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
12447,2Fe-2S ferredoxin,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,
12508,3-isopropylmalate dehydratase small subunit,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
12560,30S ribosomal protein S11,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,2.0,
12571,30S ribosomal protein S15,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,
12577,30S ribosomal protein S19,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,,
12602,30S ribosomal protein S7,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,2.0,
12626,4-hydroxybutyrate coenzyme A transferase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
12699,50S ribosomal protein L22,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
12705,50S ribosomal protein L24,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,1.65
12708,50S ribosomal protein L27,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
12714,50S ribosomal protein L3,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
12722,50S ribosomal protein L5,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,6.0,
12799,ABC transporter ATP-binding protein,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
12800,ABC transporter ATP-binding protein,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,3.0,
12911,ASPIC/UnbV domain protein,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
12916,ATP phosphoribosyltransferase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
12974,ATP-dependent Clp protease proteolytic subunit,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,
12992,ATP-dependent DNA helicase RecG,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,7.0,6.0,
13053,ATP-dependent protease La,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,7.0,6.0,
13070,ATPas,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,
13076,ATPase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
13162,BatC protein,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
13245,Cell wall hydrolase/autolysin,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,1.0,
13255,CinA-like competence-damaged protein,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,2.0,
13278,Conserved secreted Zn-dependent enzyme fromdeacylase/carboxypeptidase superfamily protein,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
13281,Csa,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
13297,Cytochrome-c oxidase,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
13377,DNA gyrase modulator family protein,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,
13443,DNA polymerase III alpha subunit,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
13465,DNA polymerase IV,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,4.0,
13564,DNA-directed RNA polymerase subunit beta,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,,
13584,DPS family protein,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
13609,DnaJ domain protein,Capnocytophaga ochracea F0287,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
13621,ECF family RNA polymerase sigma-70 factor,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
13684,FG-GAP repeat-containing protein,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,0.0
13691,FKBP-type peptidyl-prolyl cis-trans isomerase,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
13880,HesB-like domain,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,,
13926,ISPg,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
13950,JmjC domain protein,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,
13960,KpsF/GutQ family protein,Capnocytophaga ochracea DSM 7271,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
13987,L-serine dehydratase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14025,LysR family transcriptional regulator,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
14029,M16 family peptidase,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14030,M16 family peptidase,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14091,MiaB-like tRNA modifying enzyme YliG,Capnocytophaga ochracea DSM 7271,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,4.0,
14107,Multi Antimicrobial Extrusion (MATE) family efflux pump NorM,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,2.0,
14125,N-acetylgalactosamine 6-sulfatase (GALNS),Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14147,NAD dependent epimerase/dehydratase family protein,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14238,NADH-ubiquinone oxidoreductase,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14255,NADPH-dependent FMN reductase,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14270,Na(+)-translocating NADH-quinone reductase subunit A,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
14278,Na(+)/H(+) antiporter subunit D,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
14303,Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14312,Nucleoside-diphosphate kinase,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14348,Outer membrane hemin receptor,Flavobacteriaceae bacterium 3519-10,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14355,P3 protein,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,
14413,Phosphate-selective porin O and P,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
14417,Phosphoenolpyruvate carboxylase,Flavobacteriaceae bacterium 3519-10,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14442,Predicted ABC-type transport system protein,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14466,Putative diguanylate phosphodiesterase (EAL domain) with Response Regulator Receiver modulation,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14503,RNA polymerase,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,
14530,RND family efflux transporter,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14562,Ribonuclease H (RNase H),Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,6.0,
14587,S-adenosyl-L-homocysteine hydrolase,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,4.0,
14588,S-adenosyl-L-homocysteine hydrolase,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,,
14596,S-adenosylmethionine methyltransferase,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,0.0
14607,S23 ribosomal protein family protein,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14621,SPFH domain/band 7 family protein,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14639,Secretion protein HlyD,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14645,Ser/Thr protein phosphatase family protein,Capnocytophaga sputigena ATCC 33612,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,0.0
14683,Succinyl-CoA ligase [ADP-forming,Flavobacteriaceae bacterium 3519-10,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,2.0,
14710,TRAP-type C4-dicarboxylate transport syste,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
14746,TonB-dependent receptor,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14749,TonB-dependent receptor,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
14753,TonB-dependent receptor domain-containing protein,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
14765,Transketolas,Flavobacteriaceae bacterium 3519-10,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,4.0,
14793,Type cbb3 cytochrome oxidase biogenesis protein CcoI; Copper-translocating P-type ATPase,Flavobacteriaceae bacterium 3519-10,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
14840,UDP-N-acetylmuramoylalanine--D-glutamate ligase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,3.0,
14853,UDP-glucose 4-epimerase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,2.0,
14886,UvrD/REP helicase,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
14891,VCBS,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,14.0,7.0,
14939,YeeE/YedE domain-containing protein,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
14941,YusJ,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
15050,activator protein MtlR,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
15190,aldo/keto reductase,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,6.0,
15198,alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
15219,alpha-glucosidase,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
15231,alpha/beta hydrolase fold,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,2.0,
15263,amino acid racemase,Flavobacteriaceae bacterium 3519-10,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,0.0
15275,aminopeptidase,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,
15287,aminotransferas,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,
15331,anthranilate synthase component I,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
15364,argininosuccinate synthase,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
15433,aspartokinase/homoserine dehydrogenase,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
15454,azurin,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
15455,b-glycosyltransferas,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,3.1
15480,beta-galactosidase,Capnocytophaga sputigena ATCC 33612,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
15486,beta-glucosidase,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
15488,beta-hexosaminidase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
15498,beta-lactamase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,
15505,beta-lactamase domain-containing protein,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
15513,bicyclomycin resistance protein,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
15532,bifunctional heme catalase-peroxidase,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,0.0
15619,capsular polysaccharide biosynthesis protein,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
15672,cation transport ATPase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,
15700,cell division protein FtsZ,Capnocytophaga ochracea DSM 7271,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
15741,chaperonin GroEL,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,3.0,
15855,conserved hypothetical protein,Capnocytophaga ochracea F0287,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
15882,crossover junction endodeoxyribonuclease RuvC,Capnocytophaga sputigena ATCC 33612,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
15920,cytidine/deoxycytidylate deaminase family protein,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
15982,cytochrome oxidase assembly protein,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
15986,cytochrome-c oxidase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,6.0,5.0,
16021,delta-aminolevulinic acid dehydratase,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
16061,diamine N-acetyltransferase,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
16086,dihydrofolate reductase type I,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
16112,dihydropteroate synthase,Capnocytophaga gingivalis ATCC 33624,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
16122,dihydropteroate synthase,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
16129,dihydroxy-acid dehydratase,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
16219,elongation factor Tu,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
16236,endothelin-converting enzyme 1,Riemerella anatipestifer DSM 15868,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
16251,enoyl-[acyl-carrier-protein,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
16261,erythromycin biosynthesis sensory transduction protein eryC1,Capnocytophaga sputigena ATCC 33612,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
16324,family 3 glycosyl hydrolase/beta-lactamase fusion protein,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
16395,formate dehydrogenase subunit D,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
16443,galactonate dehydratase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,3.0,
16482,gluconokinase,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
16507,glucose-1-phosphate thymidylyltransferase,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,,
16626,glycerol kinase,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,3.42
16637,glycerol-3-phosphate regulon repressor,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,,
16702,glycosyl hydrolase,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
16705,glycosyl transferas,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,3.0,0.0
16723,glycosyl transferase family protein,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
16755,guanylate kinase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
16766,heat shock protein 15,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
16789,heavy metal-(Cd/Co/Hg/Pb/Zn)-translocating P-type ATPase,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
16804,hemolysin-3 family protein,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,1.0,
16878,hydrogenase expression/formation protein HypD,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
16883,hydrolas,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
17205,inorganic pyrophosphatase,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
17211,inositol monophosphatase,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
17225,integral membrane protein TerC,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
17231,integral membrane transporter,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,2.0,
17257,iron(III) ABC transporter ATP-binding protein,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
17321,ketopantoate reductase PanE/ApbA,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
17354,leucine-rich protein,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
17388,lipoprotein,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,7.0,5.0,
17392,lipoprotein releasing system ATP-binding protein,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
17410,low affinity sulfate transporter,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,
17436,magnesium chelatas,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
17503,mechanosensitive ion channel family protein,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,0.0
17506,membrane fusion efflux protein,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
17507,membrane or secreted protein,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
17513,membrane-associated zinc metalloprotease,Riemerella anatipestifer DSM 15868,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
17516,membrane-bound lytic murein transglycosylase,Capnocytophaga sputigena ATCC 33612,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
17532,metallo-beta-lactamase superfamily protein,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
17550,methionine aminopeptidas,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,3.0,
17579,methylated-DNA--protein-cysteine methyltransferase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
17581,methylcrotonoyl-CoA carboxylase,Riemerella anatipestifer DSM 15868,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
17589,methylmalonyl-CoA mutase,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
17636,molybdopterin oxidoreductas,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,10.0,7.0,
17637,molybdopterin oxidoreductase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
17686,neutral zinc metallopeptidase,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
17757,oligopeptidase B,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,5.0,
17775,ornithine aminotransferase,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
17780,ornithine cyclodeaminase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
17782,ornithine/lysine/arginine decarboxylase,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
