,gene function,organism,oualidia_2_counts,phylum,class,order,family
182,3-dehydroquinate synthase,Colwellia psychrerythraea 34H,2,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae
183,3-dehydroquinate synthase,Coxiella burnetii RSA 493,2,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae
184,3-dehydroquinate synthase,Marinomonas sp. MED121,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
185,3-dehydroquinate synthase,Methylobacter tundripaludum SV96,1,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae
186,3-dehydroquinate synthase,Nostoc sp. PCC 7120,2,Cyanobacteria,,Nostocales,Nostocaceae
187,3-dehydroquinate synthase,Pseudomonas mendocina ymp,2,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
188,3-dehydroquinate synthase,Pseudomonas putida F1,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
189,3-dehydroquinate synthase,Streptococcus pyogenes MGAS315,1,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
190,3-dehydroquinate synthase,Streptomyces roseosporus NRRL 15998,1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
191,3-dehydroquinate synthase,Trichodesmium erythraeum IMS101,1,Cyanobacteria,,Oscillatoriales,Microcoleaceae
192,3-dehydroquinate synthase,Zymomonas mobilis subsp. mobilis ZM4,2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
193,3-dehydroquinate synthetase,Erythrobacter sp. NAP1,1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
194,3-demethylubiquinone-9 3-methyltransferase,Azoarcus sp. BH72,1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
195,3-demethylubiquinone-9 3-methyltransferase,Bartonella henselae str. Houston-1,5,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae
196,3-demethylubiquinone-9 3-methyltransferase,Pseudomonas entomophila L48,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
197,3-demethylubiquinone-9 3-methyltransferase,Rhodobacterales bacterium HTCC2255,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,
198,3-demethylubiquinone-9 3-methyltransferase,Xanthomonas campestris pv. campestris str. ATCC 33913,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
199,3-deoxy-7-phosphoheptulonate synthase,Geobacter metallireducens GS-15,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
200,3-deoxy-7-phosphoheptulonate synthase,Pelobacter propionicus DSM 2379,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae
201,3-deoxy-7-phosphoheptulonate synthase,Rhodospirillum centenum SW,2,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
202,3-deoxy-8-phosphooctulonate synthase,Acinetobacter calcoaceticus RUH2202,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
203,3-deoxy-8-phosphooctulonate synthase,Lactobacillus brevis subsp. gravesensis ATCC 27305,1,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
204,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,Alteromonas macleodii ATCC 27126,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
205,3-deoxy-D-manno-octulosonate cytidylyltransferase,Candidatus Pelagibacter sp. HTCC7211,11,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
206,3-deoxy-D-manno-octulosonate cytidylyltransferase,Rhodomicrobium vannielii ATCC 17100,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae
207,3-deoxy-D-manno-octulosonic acid 8-phosphate synthetase,Synechococcus sp. RS9917,1,Cyanobacteria,,Synechococcales,Synechococcaceae
208,3-deoxy-D-manno-octulosonic-acid transferase,gamma proteobacterium HTCC2207,2,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
209,3-deoxy-manno-octulosonate cytidylyltransferase,Rhodopseudomonas palustris BisB5,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
210,3-deoxy-manno-octulosonate-8-phosphatase,Prevotella sp. oral taxon 472 str. F0295,1,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae
211,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Mus musculus,1,Chordata,Mammalia,Rodentia,Muridae
212,3-hydroxy-acyl-CoA dehydrogenase,Ralstonia solanacearum GMI1000,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
213,3-hydroxyacid dehydrogenase,Nodularia spumigena CCY9414,1,Cyanobacteria,,Nostocales,Aphanizomenonaceae
214,3-hydroxyacyl-CoA dehydrogenas,Marinobacter algicola DG893,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
215,3-hydroxyacyl-CoA dehydrogenas,Nitrobacter hamburgensis X14,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
216,3-hydroxyacyl-CoA dehydrogenas,Rhodopseudomonas palustris BisB5,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
217,3-hydroxyacyl-CoA dehydrogenase,Psychrobacter arcticus 273-4,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
218,3-hydroxyacyl-CoA dehydrogenase,gamma proteobacterium HdN1,2,Proteobacteria,Gammaproteobacteria,,
219,3-hydroxyacyl-CoA dehydrogenase FadB2x,Pseudomonas entomophila L48,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
220,3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase/carnithine racemase fusion,Maribacter sp. HTCC2170,12,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
221,3-hydroxyacyl-CoA dehydrogenase type II,gamma proteobacterium HdN1,4,Proteobacteria,Gammaproteobacteria,,
222,3-hydroxyanthranilate,Flavobacteria bacterium BBFL7,1,Bacteroidetes,Flavobacteriia,,
223,3-hydroxybutyrate dehydrogenase,Pseudomonas stutzeri A1501,7,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
224,3-hydroxybutyrate dehydrogenase type 2,Roseobacter sp. GAI101,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
225,3-hydroxybutyryl-CoA dehydratase,Clostridium botulinum A str. ATCC 19397,1,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
226,3-hydroxybutyryl-CoA dehydrogenase,Bradyrhizobium japonicum USDA 110,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
227,3-hydroxybutyryl-CoA dehydrogenase,Clostridium botulinum D str. 1873,1,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
228,3-hydroxybutyryl-CoA dehydrogenase,Dokdonia donghaensis MED134,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
229,3-hydroxybutyryl-CoA dehydrogenase,Maribacter sp. HTCC2170,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
230,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Caulobacter crescentus CB15,5,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
231,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Teredinibacter turnerae T7901,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
232,3-hydroxydecanoyl-ACP dehydratase,Neptuniibacter caesariensis,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
233,3-hydroxydecanoyl-ACP dehydratase,marine gamma proteobacterium HTCC2080,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
234,3-hydroxyisobutyrate dehydrogenase,Afipia sp. 1NLS2,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
235,3-hydroxyisobutyrate dehydrogenase,Pseudomonas aeruginosa PAO1,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
236,3-hydroxyisobutyrate dehydrogenase family protein,Ruegeria pomeroyi DSS-3,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
237,3-hydroxymethylglutaryl-CoA or malyl-CoA lyase,Aromatoleum aromaticum EbN1,1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
238,3-isopropylmalate dehydratas,Flavobacterium johnsoniae UW101,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
239,3-isopropylmalate dehydratas,Hoeflea phototrophica DFL-43,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
240,3-isopropylmalate dehydratas,Rhodobacteraceae bacterium HTCC2083,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
241,3-isopropylmalate dehydratase large subunit,Bacillus selenitireducens MLS10,1,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae
242,3-isopropylmalate dehydratase large subunit,Thermobispora bispora DSM 43833,1,Actinobacteria,Actinobacteria,,
243,3-isopropylmalate dehydratase large subunit,Xylanimonas cellulosilytica DSM 15894,5,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae
244,3-isopropylmalate dehydratase large subunit 1,Shigella dysenteriae 1617,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
245,3-isopropylmalate dehydratase small subunit,Congregibacter litoralis KT71,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
246,3-isopropylmalate dehydratase small subunit,Gramella forsetii KT0803,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
247,3-isopropylmalate dehydratase small subunit,Mobiluncus curtisii subsp. curtisii ATCC 35241,2,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae
248,3-isopropylmalate dehydratase small subunit,Truepera radiovictrix DSM 17093,3,,Deinococci,Deinococcales,Trueperaceae
249,3-isopropylmalate dehydrogenas,Arabidopsis thaliana,1,Streptophyta,,Brassicales,Brassicaceae
250,3-isopropylmalate dehydrogenase,Geobacter bemidjiensis Bem,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
251,3-isopropylmalate dehydrogenase,Oceanicola batsensis HTCC2597,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
252,3-isopropylmalate dehydrogenase,Shigella sonnei Ss046,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
253,3-isopropylmalate dehydrogenase,Xanthomonas campestris pv. campestris str. B100,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
254,3-isopropylmalate dehydrogenase oxidoreductase protein,Rhizobium etli IE4771,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
255,3-keto-5-aminohexanoate cleavage enzyme,Ralstonia eutropha JMP134,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
256,3-ketoacyl-(acyl-carrier-protein) reductase,Acidiphilium cryptum JF-5,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
257,3-ketoacyl-(acyl-carrier-protein) reductase,Dinoroseobacter shibae DFL 12,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
258,3-ketoacyl-(acyl-carrier-protein) reductase,Enterobacter sp. 638,2,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
259,3-ketoacyl-(acyl-carrier-protein) reductase,Pseudomonas syringae pv. syringae FF5,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
260,3-ketoacyl-CoA thiolase,Campylobacterales bacterium GD 1,1,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae
261,3-ketoacyl-CoA thiolase,Halobacterium sp. NRC-1,1,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae
262,3-methyl-2-oxobutanoate dehydrogenase,Dictyostelium discoideum AX4,3,,,Dictyosteliida,
263,3-methyl-2-oxobutanoate hydroxymethyltransferase,Campylobacter curvus 525.92,2,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae
264,3-methyl-2-oxobutanoate hydroxymethyltransferase,Caulobacter crescentus CB15,3,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
265,3-methyl-2-oxobutanoate hydroxymethyltransferase,Flavobacterium johnsoniae UW101,5,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
266,3-methyl-2-oxobutanoate hydroxymethyltransferase,Marinobacter aquaeolei VT8,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
267,3-methyl-2-oxobutanoate hydroxymethyltransferase,Shewanella amazonensis SB2B,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
268,3-methyl-2-oxobutanoatehydroxymethyltransferase,Gordonia bronchialis DSM 43247,1,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae
269,3-methyl-adenine DNA glycosylase I,Pseudoalteromonas haloplanktis TAC125,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
270,3-methyladenine DNA glycosylase,Pedobacter sp. BAL39,1,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
271,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Alcanivorax borkumensis SK2,2,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae
272,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Pseudomonas syringae pv. tomato str. DC3000,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
273,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Sinorhizobium fredii NGR234,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
274,3-octaprenyl-4-hydroxybenzoate carboxy-lyase family protein,Desulfovibrio desulfuricans subsp. desulfuricans str. G20,1,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae
275,3-octaprenyl-4-hydroxybenzoate decarboxylase,Erwinia tasmaniensis Et1/99,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae
276,3-oxoacid CoA-transferas,Rhodobacter sphaeroides ATCC 17025,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
277,3-oxoacid CoA-transferase subunit A,Marinomonas sp. MWYL1,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
278,3-oxoacid CoA-transferase subunit A,Robiginitalea biformata HTCC2501,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
279,3-oxoacid CoA-transferase subunit A,Xylanimonas cellulosilytica DSM 15894,1,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae
280,3-oxoacyl-(acyl carrier protein) synthase,Plesiocystis pacifica SIR-1,1,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae
281,3-oxoacyl-(acyl carrier protein) synthase II,Clostridium perfringens str. 13,1,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
282,3-oxoacyl-(acyl carrier protein) synthase II,Jannaschia sp. CCS1,3,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
283,3-oxoacyl-(acyl carrier protein) synthase III,Chlorobium phaeovibrioides DSM 265,1,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae
284,3-oxoacyl-(acyl-carrier protein) synthase,Bacillus halodurans C-125,1,Firmicutes,Bacilli,Bacillales,Bacillaceae
285,3-oxoacyl-(acyl-carrier-protein) reductase,Chlorobium luteolum DSM 273,1,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae
286,3-oxoacyl-(acyl-carrier-protein) synthase,Thermoanaerobacter tengcongensis MB4,1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae
287,3-oxoacyl-(acyl-carrier-protein) synthase 1,alpha proteobacterium HIMB114,44,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
288,3-oxoacyl-(acyl-carrier-protein) synthase 2,Methylobacter tundripaludum SV96,1,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae
289,3-oxoacyl-(acyl-carrier-protein) synthase 2,Pectobacterium carotovorum subsp. carotovorum PC1,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae
290,3-oxoacyl-(acyl-carrier-protein) synthase I,gamma proteobacterium NOR51-B,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
291,3-oxoacyl-(acyl-carrier-protein) synthase II,Pseudomonas syringae pv. tomato str. DC3000,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
292,3-oxoacyl-(acyl-carrier-protein) synthase III,Coraliomargarita akajimensis DSM 45221,1,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae
293,3-oxoacyl-(acyl-carrier-protein) synthase III,Flavobacteria bacterium MS024-3C,3,Bacteroidetes,Flavobacteriia,,
294,3-oxoacyl-(acyl-carrier-protein) synthase III,Methylophaga thiooxidans DMS010,2,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae
295,3-oxoacyl-(acyl-carrier-protein) synthase III,Nostoc punctiforme PCC 73102,1,Cyanobacteria,,Nostocales,Nostocaceae
296,3-oxoacyl-(acyl-carrier-protein) synthase III,Pedobacter heparinus DSM 2366,1,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
297,3-oxoacyl-(acyl-carrier-protein) synthase III,Pelobacter carbinolicus DSM 2380,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae
298,3-oxoacyl-(acyl-carrier-protein) synthase III,Roseobacter sp. GAI101,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
299,3-oxoacyl-(acyl-carrier-protein) synthase III,Ruegeria sp. R11,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
300,3-oxoacyl-[ACP,Schistosoma mansoni,1,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae
301,3-oxoacyl-[acyl-carrier-protein,Acaryochloris marina MBIC11017,1,Cyanobacteria,,Synechococcales,Acaryochloridaceae
302,3-oxoacyl-[acyl-carrier-protein,Aeromonas hydrophila subsp. hydrophila ATCC 7966,1,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae
303,3-oxoacyl-[acyl-carrier-protein,Blastopirellula marina DSM 3645,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
304,3-oxoacyl-[acyl-carrier-protein,Brevibacterium mcbrellneri ATCC 49030,2,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae
305,3-oxoacyl-[acyl-carrier-protein,Chromohalobacter salexigens DSM 3043,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae
306,3-oxoacyl-[acyl-carrier-protein,Dechloromonas aromatica RCB,1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
307,3-oxoacyl-[acyl-carrier-protein,Fusobacterium nucleatum subsp. nucleatum ATCC 23726,1,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae
308,3-oxoacyl-[acyl-carrier-protein,Haemophilus influenzae HK1212,1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
309,3-oxoacyl-[acyl-carrier-protein,Rhodospirillum rubrum ATCC 11170,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
310,3-oxoacyl-acyl carrier protein reductase,Bradyrhizobium sp. BTAi1,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
311,3-oxoadipate CoA-succinyl transferas,Roseobacter denitrificans OCh 114,3,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
312,3-phosphoglycerate dehydrogenas,Saccharomyces cerevisiae S288c,1,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae
313,3-phosphoglycerate kinase,Methylacidiphilum infernorum V4,1,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae
314,3-phosphoshikimate 1-carboxyvinyltransferase,Acidobacterium capsulatum ATCC 51196,1,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae
315,3-phosphoshikimate 1-carboxyvinyltransferase,Cellvibrio japonicus Ueda107,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
316,3-phosphoshikimate 1-carboxyvinyltransferase,Corynebacterium jeikeium K411,1,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae
317,3-phosphoshikimate 1-carboxyvinyltransferase,Desulfitobacterium hafniense DCB-2,1,Firmicutes,Clostridia,Clostridiales,Peptococcaceae
318,3-phosphoshikimate 1-carboxyvinyltransferase,Saccharopolyspora erythraea NRRL 2338,3,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae
319,3-phosphoshikimate 1-carboxyvinyltransferase,Shewanella sp. ANA-3,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
320,30S ribosomal protein S1,Arthrobacter sp. FB24,5,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
321,30S ribosomal protein S1,Blastopirellula marina DSM 3645,2,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
322,30S ribosomal protein S1,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,1,Bacteroidetes,Bacteroidia,Bacteroidales,
323,30S ribosomal protein S1,Dyadobacter fermentans DSM 18053,1,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
324,30S ribosomal protein S1,Flavobacteriales bacterium ALC-1,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,
325,30S ribosomal protein S1,Flavobacterium psychrophilum JIP02/86,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
326,30S ribosomal protein S1,Hahella chejuensis KCTC 2396,3,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae
327,30S ribosomal protein S1,Methylobacillus flagellatus KT,4,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
328,30S ribosomal protein S1,Pseudomonas syringae pv. tomato Max13,2,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
329,30S ribosomal protein S1,Reinekea blandensis MED297,4,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae
330,30S ribosomal protein S1,Rhodopseudomonas palustris CGA009,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
