,gene function,organism,nador_1_counts,phylum,class,order,family
176,3''(2'',Roseobacter sp. CCS2,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
177,3''-5'' exonuclease family protein,alpha proteobacterium HIMB114,0.0,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
178,3''-5'' exoribonucleas,marine gamma proteobacterium HTCC2080,4.06,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
179,3''-Phosphoadenosine 5''-phosphosulfate (PAPS) 3''-phosphatase,Psychroflexus torquis ATCC 700755,14.74,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
180,3(2,Candidatus Pelagibacter sp. HTCC7211,58.62,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
181,3-beta hydroxysteroid dehydrogenase/isomerase,Geobacter uraniireducens Rf4,3.34,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
182,3-carboxy-ci,Ketogulonicigenium vulgare Y25,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
183,3-chlorobenzoate-,Rhodopirellula baltica SH 1,0.0,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
184,3-dehydroquinate dehydratas,Algoriphagus sp. PR1,2.36,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae
185,3-dehydroquinate dehydratas,Clostridium hathewayi DSM 13479,0.0,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
186,3-dehydroquinate dehydratase,Flavobacteriales bacterium ALC-1,4.99,Bacteroidetes,Flavobacteriia,Flavobacteriales,
187,3-dehydroquinate dehydratase,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,4.97,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae
188,3-dehydroquinate dehydratase,Oceanicola granulosus HTCC2516,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
189,3-dehydroquinate dehydratase,Parvibaculum lavamentivorans DS-1,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae
190,3-dehydroquinate dehydratase,Polaribacter sp. MED152,1.63,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
191,3-dehydroquinate synthase,Clostridium botulinum A3 str. Loch Maree,0.0,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
192,3-dehydroquinate synthase,Flavobacteria bacterium BAL38,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,
193,3-dehydroquinate synthase,Ketogulonicigenium vulgare Y25,4.09,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
194,3-dehydroquinate synthase,Polaribacter sp. MED152,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
195,3-dehydroquinate synthase,Pseudomonas fluorescens Pf0-1,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
196,3-dehydroquinate synthase,Rhodobacter capsulatus SB 1003,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
197,3-dehydroquinate synthase,Rhodobacter sp. SW2,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
198,3-dehydroquinate synthase,Rhodopirellula baltica SH 1,0.0,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
199,3-dehydroquinate synthase,Synechococcus sp. RCC307,7.44,Cyanobacteria,,Synechococcales,Synechococcaceae
200,3-dehydroquinate synthase,Xylella fastidiosa 9a5c,0.0,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
201,3-demethylubiquinone-9 3-methyltransferase,Azoarcus sp. BH72,2.62,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
202,3-demethylubiquinone-9 3-methyltransferase,Bartonella henselae str. Houston-1,1.7,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae
203,3-demethylubiquinone-9 3-methyltransferase,Burkholderia ambifaria AMMD,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
204,3-demethylubiquinone-9 3-methyltransferase,Loktanella vestfoldensis SKA53,1.52,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
205,3-demethylubiquinone-9 3-methyltransferase,Ralstonia pickettii 12J,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
206,3-deoxy-7-phosphoheptulonate synthase,Geobacter metallireducens GS-15,0.0,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
207,3-deoxy-7-phosphoheptulonate synthase,Granulibacter bethesdensis CGDNIH1,0.0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
208,3-deoxy-7-phosphoheptulonate synthase,Psychroflexus torquis ATCC 700755,1.62,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
209,3-deoxy-7-phosphoheptulonate synthase,Rhodospirillum centenum SW,1.55,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
210,3-deoxy-7-phosphoheptulonate synthase,Sulfurimonas denitrificans DSM 1251,4.82,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae
211,3-deoxy-D-manno- octulosonatecytidylyltransferase,Capnocytophaga ochracea DSM 7271,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
212,3-deoxy-D-manno-octulosonate cytidylyltransferase,Rhodomicrobium vannielii ATCC 17100,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae
213,3-deoxy-D-manno-octulosonic acid 8-phosphate synthetase,Synechococcus sp. RS9917,3.35,Cyanobacteria,,Synechococcales,Synechococcaceae
214,3-deoxy-manno-octulosonate cytidylyltransferase,Geobacter metallireducens GS-15,0.0,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
215,3-deoxy-manno-octulosonate cytidylyltransferase,Pseudomonas aeruginosa UCBPP-PA14,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
216,3-deoxy-manno-octulosonate cytidylyltransferase,Psychrobacter sp. PRwf-1,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
217,3-deoxy-manno-octulosonate cytidylyltransferase,Ralstonia solanacearum CFBP2957,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
218,3-deoxy-manno-octulosonate cytidylyltransferase,Shewanella pealeana ATCC 700345,1.66,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
219,3-deoxy-manno-octulosonate cytidylyltransferase,Vibrio sp. Ex25,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
220,3-hydroxy-acyl-CoA dehydrogenase,Ralstonia solanacearum GMI1000,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
221,3-hydroxyacyl-CoA dehydrogenas,Marinobacter algicola DG893,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
222,3-hydroxyacyl-CoA dehydrogenas,Nitrobacter hamburgensis X14,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
223,3-hydroxyacyl-CoA dehydrogenas,Octadecabacter antarcticus 307,1.64,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
224,3-hydroxyacyl-CoA dehydrogenas,Rhodopseudomonas palustris BisB5,4.92,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
225,3-hydroxyacyl-CoA dehydrogenase,Burkholderia sp. CCGE1003,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
226,3-hydroxyacyl-CoA dehydrogenase,Citreicella sp. SE45,3.24,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
227,3-hydroxyacyl-CoA dehydrogenase,gamma proteobacterium HdN1,5.67,Proteobacteria,Gammaproteobacteria,,
228,3-hydroxyacyl-CoA dehydrogenase NAD-binding,Desulfococcus oleovorans Hxd3,0.0,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae
229,3-hydroxyacyl-CoA dehydrogenase NAD-binding,Shewanella woodyi ATCC 51908,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
230,3-hydroxyacyl-CoA dehydrogenase NAD-binding protein,Spirosoma linguale DSM 74,1.59,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
231,3-hydroxyacyl-CoA dehydrogenase NAD-binding protein,Stackebrandtia nassauensis DSM 44728,0.0,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae
232,3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase/carnithine racemase fusion,Maribacter sp. HTCC2170,20.48,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
233,3-hydroxyacyl-CoA dehydrogenase oxidoreductase protein,Janthinobacterium sp. Marseille,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae
234,3-hydroxybutyrate dehydrogenase,Burkholderia ambifaria AMMD,1.65,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
235,3-hydroxybutyrate dehydrogenase,Rhodobacter sphaeroides ATCC 17029,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
236,3-hydroxybutyrate dehydrogenase,Streptomyces violaceusniger Tu 4113,0.0,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
237,3-hydroxybutyryl-CoA dehydrogenase,Dokdonia donghaensis MED134,3.29,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
238,3-hydroxybutyryl-CoA dehydrogenase,Kordia algicida OT-1,1.69,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
239,3-hydroxybutyryl-CoA dehydrogenase,Maribacter sp. HTCC2170,2.47,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
240,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Chelativorans sp. BNC1,2.42,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
241,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Citrobacter koseri ATCC BAA-895,12.17,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
242,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Comamonas testosteroni S44,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
243,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Oligotropha carboxidovorans OM5,12.23,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
244,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Teredinibacter turnerae T7901,3.18,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
245,3-hydroxydecanoyl-ACP dehydratase,Neptuniibacter caesariensis,2.48,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
246,3-hydroxyisobutyrate dehydrogenase,Acidovorax citrulli AAC00-1,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
247,3-hydroxyisobutyrate dehydrogenase,Ahrensia sp. R2A130,2.47,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
248,3-hydroxyisobutyrate dehydrogenase family protein,Ruegeria sp. R11,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
249,3-hydroxyisobutyrate dehydrogenase family protein,Thalassiobium sp. R2A62,5.88,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
250,3-hydroxyisobutyryl coenzyme A hydrolase,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,1.62,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae
251,3-isopropylmalate dehydratas,Flavobacterium johnsoniae UW101,9.76,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
252,3-isopropylmalate dehydratas,Streptomyces sviceus ATCC 29083,0.0,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
253,3-isopropylmalate dehydratase large subunit,Bacillus selenitireducens MLS10,0.0,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae
254,3-isopropylmalate dehydratase large subunit,Mobiluncus curtisii subsp. curtisii ATCC 35241,0.0,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae
255,3-isopropylmalate dehydratase large subunit,Paenibacillus polymyxa SC2,0.0,Firmicutes,Bacilli,Bacillales,Paenibacillaceae
256,3-isopropylmalate dehydratase small subunit,Azorhizobium caulinodans ORS 571,2.54,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae
257,3-isopropylmalate dehydratase small subunit,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,0.0,Bacteroidetes,Bacteroidia,Bacteroidales,
258,3-isopropylmalate dehydratase small subunit,Candidatus Puniceispirillum marinum IMCC1322,6.59,Proteobacteria,Alphaproteobacteria,,
259,3-isopropylmalate dehydratase small subunit,Dokdonia donghaensis MED134,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
260,3-isopropylmalate dehydratase small subunit,Ralstonia eutropha H16,4.16,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
261,3-isopropylmalate dehydrogenase,Campylobacter jejuni RM1221,1.49,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae
262,3-isopropylmalate dehydrogenase,Escherichia coli O157:H7 str. EC4401,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
263,3-isopropylmalate dehydrogenase,Nitrosococcus halophilus Nc4,0.0,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
264,3-isopropylmalate dehydrogenase,Oceanicola batsensis HTCC2597,2.56,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
265,3-isopropylmalate dehydrogenase,Prochlorococcus marinus str. MIT 9313,0.0,Cyanobacteria,,Synechococcales,Prochloraceae
266,3-isopropylmalate dehydrogenase,Sphingomonas wittichii RW1,0.0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
267,3-isopropylmalate dehydrogenase,Synechococcus sp. WH 7805,2.31,Cyanobacteria,,Synechococcales,Synechococcaceae
268,3-keto-L-gulonate-6-phosphate decarboxylase,Shigella flexneri 5 str. 8401,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
269,3-ketoacyl-(acyl-carrier-protein) reductase,Dinoroseobacter shibae DFL 12,6.66,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
270,3-ketoacyl-(acyl-carrier-protein) reductase,Mycobacterium avium 104,0.0,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
271,3-ketoacyl-(acyl-carrier-protein) reductase,Polaromonas sp. JS666,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
272,3-ketoacyl-(acyl-carrier-protein) reductase,Pseudomonas aeruginosa UCBPP-PA14,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
273,3-ketoacyl-(acyl-carrier-protein) reductase,Synechocystis sp. PCC 6803,4.98,Cyanobacteria,,Synechococcales,Merismopediaceae
274,3-ketoacyl-CoA thiolase,Gramella forsetii KT0803,11.53,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
275,3-ketoacyl-CoA thiolase,Perkinsus marinus ATCC 50983,0.0,,,Perkinsida,Perkinsidae
276,3-mercaptopyruvate sulfurtransferase,Escherichia coli B171,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
277,3-mercaptopyruvate sulfurtransferase,Vibrio fischeri ES114,1.65,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
278,3-methyl-2-oxobutanoate hydroxymethyltransferase,Aquifex aeolicus VF5,0.0,Aquificae,Aquificae,Aquificales,Aquificaceae
279,3-methyl-2-oxobutanoate hydroxymethyltransferase,Bdellovibrio bacteriovorus HD100,0.0,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae
280,3-methyl-2-oxobutanoate hydroxymethyltransferase,Clostridium difficile NAP08,3.2,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae
281,3-methyl-2-oxobutanoate hydroxymethyltransferase,Flavobacterium johnsoniae UW101,21.99,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
282,3-methyl-2-oxobutanoate hydroxymethyltransferase,Flavobacterium psychrophilum JIP02/86,5.74,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
283,3-methyl-2-oxobutanoate hydroxymethyltransferase,Marinobacter aquaeolei VT8,3.18,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
284,3-methyl-2-oxobutanoate hydroxymethyltransferase,Mesorhizobium loti MAFF303099,1.67,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
285,3-methyl-2-oxobutanoate hydroxymethyltransferase,Oceanicola granulosus HTCC2516,1.65,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
286,3-methyl-2-oxobutanoate hydroxymethyltransferase,Rhodopseudomonas palustris HaA2,1.77,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
287,3-methyl-2-oxobutanoate hydroxymethyltransferase,Synechococcus sp. WH 8109,13.03,Cyanobacteria,,Synechococcales,Synechococcaceae
288,3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase,Ralstonia eutropha H16,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
289,3-methylcrotonoyl-CoA carboxylas,Shewanella sp. ANA-3,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
290,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Alcanivorax borkumensis SK2,2.32,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae
291,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Blastopirellula marina DSM 3645,0.0,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
292,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Burkholderia multivorans ATCC 17616,3.24,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
293,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Cronobacter sakazakii ATCC BAA-894,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
294,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Pseudomonas syringae pv. tomato str. DC3000,4.88,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
295,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Sinorhizobium fredii NGR234,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
296,3-oxoacid CoA-transferas,Rhodobacter sphaeroides ATCC 17025,5.09,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
297,3-oxoacid CoA-transferas,Shewanella loihica PV-4,1.66,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
298,3-oxoacid CoA-transferase subunit A,Marinomonas sp. MWYL1,0.0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
299,3-oxoacid CoA-transferase subunit A,Robiginitalea biformata HTCC2501,4.9,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
300,3-oxoacyl-(acyl carrier protein) synthase,Marinobacter sp. ELB17,1.58,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
301,3-oxoacyl-(acyl carrier protein) synthase,Moritella sp. PE36,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae
302,3-oxoacyl-(acyl carrier protein) synthase,marine gamma proteobacterium HTCC2080,8.24,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
303,3-oxoacyl-(acyl carrier protein) synthase I,Haemophilus ducreyi 35000HP,4.1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
304,3-oxoacyl-(acyl carrier protein) synthase II,Chromobacterium violaceum ATCC 12472,0.0,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae
305,3-oxoacyl-(acyl carrier protein) synthase II,Escherichia coli UTI89,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
306,3-oxoacyl-(acyl carrier protein) synthase II,Methylobacterium nodulans ORS 2060,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae
307,3-oxoacyl-(acyl carrier protein) synthase II,Nitrobacter winogradskyi Nb-255,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
308,3-oxoacyl-(acyl carrier protein) synthase II,Rhizobium leguminosarum bv. viciae 3841,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
309,3-oxoacyl-(acyl carrier protein) synthase III,Aeromonas salmonicida subsp. salmonicida A449,1.61,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae
310,3-oxoacyl-(acyl carrier protein) synthase III,Chlorobium luteolum DSM 273,0.0,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae
311,3-oxoacyl-(acyl carrier protein) synthase III,Rhodoferax ferrireducens T118,1.6,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
312,3-oxoacyl-(acyl carrier protein) synthase III,Salinibacter ruber DSM 13855,1.67,Bacteroidetes,,,Rhodothermaceae
313,3-oxoacyl-(acyl-carrier protein) reductase,Caulobacter crescentus CB15,0.0,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
314,3-oxoacyl-(acyl-carrier-protein),Ralstonia solanacearum IPO1609,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
315,3-oxoacyl-(acyl-carrier-protein) reductase,Coxiella burnetii RSA 331,2.43,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae
316,3-oxoacyl-(acyl-carrier-protein) reductase,Fibrobacter succinogenes subsp. succinogenes S85,0.0,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae
317,3-oxoacyl-(acyl-carrier-protein) reductase,Hydrogenobaculum sp. Y04AAS1,0.0,Aquificae,Aquificae,Aquificales,Aquificaceae
318,3-oxoacyl-(acyl-carrier-protein) reductase,Thioalkalivibrio sp. K90mix,1.65,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
319,3-oxoacyl-(acyl-carrier-protein) synthase,Thermoanaerobacter tengcongensis MB4,5.2,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae
320,3-oxoacyl-(acyl-carrier-protein) synthase 2,Chitinophaga pinensis DSM 2588,5.87,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae
321,3-oxoacyl-(acyl-carrier-protein) synthase 2,Frankia sp. EuI1c,0.0,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae
322,3-oxoacyl-(acyl-carrier-protein) synthase 2,Synechococcus sp. WH 8109,17.13,Cyanobacteria,,Synechococcales,Synechococcaceae
