,gene function,organism,nador_2_counts,phylum,class,order,family
172,2-oxoisovalerate dehydrogenase E2 componen,Algoriphagus sp. PR1,0.0,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae
173,2-phosphosulfolactate phosphatase,Synechococcus sp. RS9916,0.0,Cyanobacteria,,Synechococcales,Synechococcaceae
174,2-polyprenylphenol 6-hydroxylase,Bermanella marisrubri,0.0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
175,2-polyprenylphenol 6-hydroxylase,Marinobacter sp. ELB17,1.66,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
176,2-polyprenylphenol 6-hydroxylase,Pseudomonas syringae pv. tabaci ATCC 11528,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
177,2-polyprenylphenol 6-hydroxylase,Roseobacter sp. MED193,3.27,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
178,2-polyprenylphenol 6-hydroxylase,Shewanella loihica PV-4,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
179,2-succinyl-6-hydroxy-,unidentified eubacterium SCB49,1.7,,,,
180,2-vinyl bacteriochlorophyllide hydratase,Congregibacter litoralis KT71,2.45,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
181,2-vinyl bacteriochlorophyllide hydratase,Rhodopseudomonas palustris BisB18,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
182,20S proteasome A and B,Eubacterium limosum KIST612,3.37,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae
183,23S rRNA (Uracil-5-)-methyltransferase rumA,Oceanicola batsensis HTCC2597,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
184,23S rRNA (guanosine-2''-O-)-methyltransferase,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,2.43,Bacteroidetes,Bacteroidia,Bacteroidales,
185,23S rRNA (uracil-5-)-methyltransferase RumA,Saccharophagus degradans 2-40,0.0,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
186,23S rRNA methyltransferase J,Vibrio vulnificus CMCP6,4.2,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
187,23S rRNA methyltransferase/RumA,marine actinobacterium PHSC20C1,0.0,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
188,23S rRNA pseudouridine synthase D,Haemophilus somnus 129PT,0.0,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
189,28S ribosomal RNA,Barssia oregonensis,0.0,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae
190,2OG-Fe(II) oxygenase superfamily protein,Congregibacter litoralis KT71,1.64,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
191,3'' exoribonuclease famil,Rhodobacteraceae bacterium HTCC2083,5.75,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
192,3''(2'',Acinetobacter baumannii ATCC 19606,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
193,3''(2'',Rhodobacteraceae bacterium KLH11,1.71,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
194,3''(2'',Roseobacter sp. CCS2,2.42,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
195,3''-5'' exonuclease family protein,alpha proteobacterium HIMB114,2.52,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
196,3''-5'' exoribonucleas,marine gamma proteobacterium HTCC2080,4.09,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
197,3''-Phosphoadenosine 5''-phosphosulfate (PAPS) 3''-phosphatase,Psychroflexus torquis ATCC 700755,16.38,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
198,3(2,Candidatus Pelagibacter sp. HTCC7211,59.29,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
199,3-beta hydroxysteroid dehydrogenase/isomerase,Geobacter uraniireducens Rf4,0.0,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
200,3-beta hydroxysteroid dehydrogenase/isomerase,Pelobacter propionicus DSM 2379,2.46,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae
201,3-beta hydroxysteroid dehydrogenase/isomerase family,Microcoleus chthonoplastes PCC 7420,0.0,Cyanobacteria,,Oscillatoriales,Coleofasciculaceae
202,3-dehydroquinate dehydratas,Algoriphagus sp. PR1,2.48,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae
203,3-dehydroquinate dehydratas,Clostridium hathewayi DSM 13479,0.0,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
204,3-dehydroquinate dehydratase,Bradyrhizobium sp. ORS278,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
205,3-dehydroquinate dehydratase,Flavobacteriales bacterium ALC-1,5.74,Bacteroidetes,Flavobacteriia,Flavobacteriales,
206,3-dehydroquinate dehydratase,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,4.04,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae
207,3-dehydroquinate dehydratase,Fusobacterium nucleatum subsp. vincentii ATCC 49256,0.0,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae
208,3-dehydroquinate dehydratase,Oceanicola granulosus HTCC2516,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
209,3-dehydroquinate dehydratase,Parvibaculum lavamentivorans DS-1,2.46,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae
210,3-dehydroquinate dehydratase,Polaribacter sp. MED152,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
211,3-dehydroquinate dehydratase,Vibrionales bacterium SWAT-3,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,
212,3-dehydroquinate dehydratase II,Deferribacter desulfuricans SSM1,0.0,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae
213,3-dehydroquinate synthase,Clostridium botulinum A3 str. Loch Maree,1.71,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
214,3-dehydroquinate synthase,Flavobacteria bacterium BAL38,1.57,Bacteroidetes,Flavobacteriia,Flavobacteriales,
215,3-dehydroquinate synthase,Ketogulonicigenium vulgare Y25,1.65,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
216,3-dehydroquinate synthase,Polaribacter sp. MED152,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
217,3-dehydroquinate synthase,Pseudomonas fluorescens Pf0-1,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
218,3-dehydroquinate synthase,Rhodobacter capsulatus SB 1003,1.73,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
219,3-dehydroquinate synthase,Rhodopirellula baltica SH 1,0.0,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
220,3-dehydroquinate synthase,Synechococcus sp. RCC307,4.98,Cyanobacteria,,Synechococcales,Synechococcaceae
221,3-dehydroquinate synthetase,Idiomarina loihiensis L2TR,4.21,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae
222,3-demethylubiquinone-9 3-methyltransferase,Bartonella henselae str. Houston-1,1.65,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae
223,3-demethylubiquinone-9 3-methyltransferase,Loktanella vestfoldensis SKA53,3.41,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
224,3-demethylubiquinone-9 3-methyltransferase,Pseudomonas entomophila L48,7.21,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
225,3-demethylubiquinone-9 3-methyltransferase,Synechococcus sp. RS9916,0.0,Cyanobacteria,,Synechococcales,Synechococcaceae
226,3-deoxy-7-phosphoheptulonate synthase,Granulibacter bethesdensis CGDNIH1,0.0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
227,3-deoxy-7-phosphoheptulonate synthase,Psychroflexus torquis ATCC 700755,2.35,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
228,3-deoxy-7-phosphoheptulonate synthase,Reinekea blandensis MED297,1.65,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae
229,3-deoxy-7-phosphoheptulonate synthase,Rhodospirillum centenum SW,2.5,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
230,3-deoxy-7-phosphoheptulonate synthase,Sulfurimonas denitrificans DSM 1251,6.53,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae
231,3-deoxy-D-manno- octulosonatecytidylyltransferase,Capnocytophaga ochracea DSM 7271,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
232,3-deoxy-D-manno-octulosonate 8-phosphate phosphatas,Geobacter lovleyi SZ,0.0,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
233,3-deoxy-D-manno-octulosonate cytidylyltransferase,Rhodomicrobium vannielii ATCC 17100,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae
234,3-deoxy-manno-octulosonate cytidylyltransferase,Psychrobacter sp. PRwf-1,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
235,3-deoxy-manno-octulosonate cytidylyltransferase,Ralstonia solanacearum CFBP2957,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
236,3-deoxy-manno-octulosonate cytidylyltransferase,Shewanella pealeana ATCC 700345,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
237,3-deoxy-manno-octulosonate cytidylyltransferase,Vibrio sp. Ex25,1.58,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
238,3-hydroxyacyl-(acyl-carrier-protein) dehydratase,Riemerella anatipestifer DSM 15868,2.36,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
239,3-hydroxyacyl-CoA dehydrogenas,Marinobacter algicola DG893,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
240,3-hydroxyacyl-CoA dehydrogenas,Octadecabacter antarcticus 307,2.58,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
241,3-hydroxyacyl-CoA dehydrogenas,Rhodopseudomonas palustris BisB5,3.15,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
242,3-hydroxyacyl-CoA dehydrogenase,Burkholderia sp. CCGE1003,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
243,3-hydroxyacyl-CoA dehydrogenase,Citreicella sp. SE45,2.57,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
244,3-hydroxyacyl-CoA dehydrogenase,gamma proteobacterium HdN1,3.19,Proteobacteria,Gammaproteobacteria,,
245,3-hydroxyacyl-CoA dehydrogenase NAD-binding,Desulfococcus oleovorans Hxd3,0.0,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae
246,3-hydroxyacyl-CoA dehydrogenase NAD-binding,Shewanella woodyi ATCC 51908,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
247,3-hydroxyacyl-CoA dehydrogenase NAD-binding protein,Rhodomicrobium vannielii ATCC 17100,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae
248,3-hydroxyacyl-CoA dehydrogenase NAD-binding protein,Spirosoma linguale DSM 74,0.0,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
249,3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase/carnithine racemase fusion,Maribacter sp. HTCC2170,24.44,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
250,3-hydroxyacyl-CoA dehydrogenase type II,gamma proteobacterium HdN1,1.59,Proteobacteria,Gammaproteobacteria,,
251,3-hydroxybutyrate dehydrogenase,Burkholderia ambifaria AMMD,1.63,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
252,3-hydroxybutyrate dehydrogenase,Streptomyces violaceusniger Tu 4113,1.6,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
253,3-hydroxybutyrate dehydrogenase type 2,Roseobacter sp. GAI101,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
254,3-hydroxybutyryl-CoA dehydrogenase,Bradyrhizobium japonicum USDA 110,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
255,3-hydroxybutyryl-CoA dehydrogenase,Dokdonia donghaensis MED134,6.76,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
256,3-hydroxybutyryl-CoA dehydrogenase,Kordia algicida OT-1,1.69,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
257,3-hydroxybutyryl-CoA dehydrogenase,Maribacter sp. HTCC2170,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
258,3-hydroxybutyryl-coa dehydrogenase,Clostridium botulinum C str. Eklund,0.0,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
259,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Chelativorans sp. BNC1,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
260,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Citrobacter koseri ATCC BAA-895,6.61,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
261,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Comamonas testosteroni S44,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
262,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Oligotropha carboxidovorans OM5,4.22,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
263,3-hydroxydecanoyl-(acyl carrier protein) dehydratase,Teredinibacter turnerae T7901,5.01,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
264,3-hydroxydecanoyl-ACP dehydratase,Neptuniibacter caesariensis,2.52,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
265,3-hydroxyisobutyrate dehydrogenase,Ahrensia sp. R2A130,4.15,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
266,3-hydroxyisobutyrate dehydrogenase,Silicibacter sp. TrichCH4B,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
267,3-hydroxyisobutyrate dehydrogenase family protein,Ruegeria sp. R11,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
268,3-hydroxyisobutyrate dehydrogenase family protein,Thalassiobium sp. R2A62,4.18,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
269,3-isopropylmalate dehydratas,Aciduliprofundum boonei T469,0.0,Euryarchaeota,,,
270,3-isopropylmalate dehydratas,Flavobacterium johnsoniae UW101,9.88,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
271,3-isopropylmalate dehydratas,Magnetococcus sp. MC-1,5.7,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae
272,3-isopropylmalate dehydratas,Neisseria lactamica ATCC 23970,0.0,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae
273,3-isopropylmalate dehydratas,Streptomyces sp. ACT-1,0.0,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
274,3-isopropylmalate dehydratase small subunit,Azorhizobium caulinodans ORS 571,2.56,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae
275,3-isopropylmalate dehydratase small subunit,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,0.0,Bacteroidetes,Bacteroidia,Bacteroidales,
276,3-isopropylmalate dehydratase small subunit,Candidatus Puniceispirillum marinum IMCC1322,8.09,Proteobacteria,Alphaproteobacteria,,
277,3-isopropylmalate dehydratase small subunit,Dokdonia donghaensis MED134,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
278,3-isopropylmalate dehydratase small subunit,Ralstonia eutropha H16,4.08,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
279,3-isopropylmalate dehydrogenase,Acinetobacter sp. DR1,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
280,3-isopropylmalate dehydrogenase,Campylobacter jejuni RM1221,1.69,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae
281,3-isopropylmalate dehydrogenase,Nitrosococcus halophilus Nc4,0.0,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
282,3-isopropylmalate dehydrogenase,Oceanicola batsensis HTCC2597,4.98,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
283,3-isopropylmalate dehydrogenase,Prochlorococcus marinus str. MIT 9313,0.0,Cyanobacteria,,Synechococcales,Prochloraceae
284,3-isopropylmalate dehydrogenase,Sphingomonas wittichii RW1,1.62,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
285,3-isopropylmalate dehydrogenase,Synechococcus sp. WH 7805,3.39,Cyanobacteria,,Synechococcales,Synechococcaceae
286,3-keto-L-gulonate-6-phosphate decarboxylase,Shigella flexneri 5 str. 8401,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
287,3-ketoacyl-(acyl-carrier-protein) reductase,Burkholderia pseudomallei K96243,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
288,3-ketoacyl-(acyl-carrier-protein) reductase,Dinoroseobacter shibae DFL 12,2.51,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
289,3-ketoacyl-(acyl-carrier-protein) reductase,Mycobacterium avium 104,2.43,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
290,3-ketoacyl-(acyl-carrier-protein) reductase,Polaromonas sp. JS666,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
291,3-ketoacyl-(acyl-carrier-protein) reductase,Synechocystis sp. PCC 6803,8.21,Cyanobacteria,,Synechococcales,Merismopediaceae
292,3-ketoacyl-CoA thiolase,Gramella forsetii KT0803,10.49,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
293,3-ketoacyl-CoA thiolase,Perkinsus marinus ATCC 50983,0.0,,,Perkinsida,Perkinsidae
294,3-mercaptopyruvate sulfurtransferase,Escherichia coli B171,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
295,3-mercaptopyruvate sulfurtransferase,Vibrio fischeri ES114,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
296,3-methyl-2-oxobutanoate hydroxymethyltransferase,Anaplasma centrale str. Israel,0.0,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae
297,3-methyl-2-oxobutanoate hydroxymethyltransferase,Aquifex aeolicus VF5,0.0,Aquificae,Aquificae,Aquificales,Aquificaceae
298,3-methyl-2-oxobutanoate hydroxymethyltransferase,Bdellovibrio bacteriovorus HD100,0.0,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae
299,3-methyl-2-oxobutanoate hydroxymethyltransferase,Clostridium difficile NAP08,0.0,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae
300,3-methyl-2-oxobutanoate hydroxymethyltransferase,Flavobacterium johnsoniae UW101,30.96,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
301,3-methyl-2-oxobutanoate hydroxymethyltransferase,Flavobacterium psychrophilum JIP02/86,4.06,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
302,3-methyl-2-oxobutanoate hydroxymethyltransferase,Geobacillus sp. G11MC16,0.0,Firmicutes,Bacilli,Bacillales,Bacillaceae
303,3-methyl-2-oxobutanoate hydroxymethyltransferase,Marinobacter aquaeolei VT8,3.27,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
304,3-methyl-2-oxobutanoate hydroxymethyltransferase,Mesorhizobium loti MAFF303099,2.38,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
305,3-methyl-2-oxobutanoate hydroxymethyltransferase,Rhodopseudomonas palustris HaA2,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
306,3-methyl-2-oxobutanoate hydroxymethyltransferase,Synechococcus sp. WH 8109,12.21,Cyanobacteria,,Synechococcales,Synechococcaceae
307,3-methyl-2-oxobutanoate hydroxymethyltransferase,Thermobifida fusca YX,3.22,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae
308,3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase,Ralstonia eutropha H16,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
309,3-methylcrotonoyl-CoA carboxylas,Shewanella sp. ANA-3,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
310,3-methylcrotonyl CoA carboxylas,Neptuniibacter caesariensis,0.0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
311,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Alcanivorax borkumensis SK2,4.1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae
312,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Burkholderia multivorans ATCC 17616,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
313,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Cronobacter sakazakii ATCC BAA-894,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
314,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Pseudomonas syringae pv. tomato str. DC3000,4.99,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
315,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Sinorhizobium fredii NGR234,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
316,3-oxoacid CoA-transferas,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,0.0,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae
317,3-oxoacid CoA-transferas,Rhodobacter sphaeroides ATCC 17025,4.07,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
318,3-oxoacid CoA-transferase subunit A,Marinomonas sp. MWYL1,0.0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
319,3-oxoacid CoA-transferase subunit A,Robiginitalea biformata HTCC2501,5.72,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
320,3-oxoacyl-(acyl carrier protein) synthase,Marinobacter sp. ELB17,1.59,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
321,3-oxoacyl-(acyl carrier protein) synthase,Moritella sp. PE36,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae
322,3-oxoacyl-(acyl carrier protein) synthase,Oceanicaulis sp. HTCC2633,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae
