gene function,organism,counts,nador_2_counts
3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Burkholderia multivorans ATCC 17616,1,0.0
3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Cronobacter sakazakii ATCC BAA-894,1,0.0
3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Pseudomonas syringae pv. tomato str. DC3000,6,4.89
3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Sinorhizobium fredii NGR234,1,0.0
3-oxoacid CoA-transferas,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,1,0.0
3-oxoacid CoA-transferas,Rhodobacter sphaeroides ATCC 17025,5,4.14
3-oxoacid CoA-transferase subunit A,Marinomonas sp. MWYL1,1,0.0
3-oxoacid CoA-transferase subunit A,Robiginitalea biformata HTCC2501,7,5.82
3-oxoacyl-(acyl carrier protein) synthase,Marinobacter sp. ELB17,2,1.76
3-oxoacyl-(acyl carrier protein) synthase,Moritella sp. PE36,1,0.0
3-oxoacyl-(acyl carrier protein) synthase,Oceanicaulis sp. HTCC2633,1,0.0
3-oxoacyl-(acyl carrier protein) synthase,marine gamma proteobacterium HTCC2080,16,13.27
3-oxoacyl-(acyl carrier protein) synthase I,Haemophilus ducreyi 35000HP,2,1.64
3-oxoacyl-(acyl carrier protein) synthase II,Chromobacterium violaceum ATCC 12472,1,0.0
3-oxoacyl-(acyl carrier protein) synthase II,Escherichia coli UTI89,1,0.0
3-oxoacyl-(acyl carrier protein) synthase II,Rhizobium leguminosarum bv. viciae 3841,1,0.0
3-oxoacyl-(acyl carrier protein) synthase III,Aeromonas salmonicida subsp. salmonicida A449,3,2.47
3-oxoacyl-(acyl carrier protein) synthase III,Neisseria meningitidis Z2491,1,0.0
3-oxoacyl-(acyl carrier protein) synthase III,Salinibacter ruber DSM 13855,2,1.66
3-oxoacyl-(acyl-carrier protein) reductase,Bacillus halodurans C-125,1,0.0
3-oxoacyl-(acyl-carrier protein) synthase,Bacillus halodurans C-125,1,0.0
3-oxoacyl-(acyl-carrier-protein) reductase,Chlorobium luteolum DSM 273,1,0.0
3-oxoacyl-(acyl-carrier-protein) reductase,Coxiella burnetii RSA 331,3,2.53
3-oxoacyl-(acyl-carrier-protein) reductase,Hydrogenobaculum sp. Y04AAS1,1,0.0
3-oxoacyl-(acyl-carrier-protein) reductase,Thioalkalivibrio sp. K90mix,1,0.0
3-oxoacyl-(acyl-carrier-protein) synthase,Thermoanaerobacter tengcongensis MB4,3,2.4
3-oxoacyl-(acyl-carrier-protein) synthase 1,Rhodobacterales bacterium Y4I,1,0.0
3-oxoacyl-(acyl-carrier-protein) synthase 2,Chitinophaga pinensis DSM 2588,8,6.65
3-oxoacyl-(acyl-carrier-protein) synthase 2,Halanaerobium sp. ''sapolanicus'',1,0.0
3-oxoacyl-(acyl-carrier-protein) synthase 2,Jonesia denitrificans DSM 20603,1,0.0
3-oxoacyl-(acyl-carrier-protein) synthase 2,Synechococcus sp. WH 8109,15,12.25
3-oxoacyl-(acyl-carrier-protein) synthase I,gamma proteobacterium NOR51-B,2,1.57
3-oxoacyl-(acyl-carrier-protein) synthase III,Flavobacteria bacterium MS024-3C,2,1.68
3-oxoacyl-(acyl-carrier-protein) synthase III,Pedobacter heparinus DSM 2366,3,2.37
3-oxoacyl-(acyl-carrier-protein) synthase III,Pelobacter carbinolicus DSM 2380,1,0.0
3-oxoacyl-(acyl-carrier-protein) synthase III,Roseobacter sp. GAI101,4,3.42
3-oxoacyl-(acyl-carrier-protein) synthase III,Ruegeria sp. R11,8,6.57
3-oxoacyl-(acyl-carrier-protein) synthase III,Shewanella baltica OS183,1,0.0
3-oxoacyl-[acyl-carrier protein,Aurantimonas manganoxydans SI85-9A1,1,0.0
3-oxoacyl-[acyl-carrier-protein,Aeromonas hydrophila subsp. hydrophila ATCC 7966,2,1.7
3-oxoacyl-[acyl-carrier-protein,Brevibacterium mcbrellneri ATCC 49030,1,0.0
3-oxoacyl-[acyl-carrier-protein,Campylobacter rectus RM3267,1,0.0
3-oxoacyl-[acyl-carrier-protein,Chlorobium phaeovibrioides DSM 265,1,0.0
3-oxoacyl-[acyl-carrier-protein,Dechloromonas aromatica RCB,1,0.0
3-oxoacyl-[acyl-carrier-protein,Escherichia coli O157:H7 str. EC4076,2,1.68
3-oxoacyl-[acyl-carrier-protein,Flavobacteria bacterium BAL38,5,4.07
3-oxoacyl-[acyl-carrier-protein,Rhodobacter capsulatus SB 1003,1,0.0
3-oxoacyl-[acyl-carrier-protein,Synechococcus sp. CC9605,29,23.81
3-oxoacyl-[acyl-carrier-protein,Vibrio cholerae INDRE 91/1,1,0.0
3-oxoacyl-acyl carrier protein reductase,Bradyrhizobium sp. BTAi1,6,4.83
3-oxoadipate CoA-succinyl transferas,Roseobacter denitrificans OCh 114,15,12.57
3-oxoadipate CoA-transferas,Roseobacter sp. MED193,1,0.0
3-oxoadipate:succinyl-CoA transferas,Pseudomonas syringae pv. phaseolicola 1448A,2,1.58
3-phosphoserine phosphatase,Streptomyces ghanaensis ATCC 14672,1,0.0
3-phosphoshikimate 1-carboxyvinyltransferase,Candidatus Desulforudis audaxviator MP104C,2,1.72
3-phosphoshikimate 1-carboxyvinyltransferase,Corynebacterium jeikeium K411,1,0.0
3-phosphoshikimate 1-carboxyvinyltransferase,Cyanobium sp. PCC 7001,2,1.56
3-phosphoshikimate 1-carboxyvinyltransferase,Desulfuromonas acetoxidans DSM 684,2,1.62
3-phosphoshikimate 1-carboxyvinyltransferase,Flavobacteria bacterium MS024-2A,7,5.69
3-phosphoshikimate 1-carboxyvinyltransferase,Lactobacillus plantarum JDM1,3,2.51
3-phosphoshikimate 1-carboxyvinyltransferase,Moorella thermoacetica ATCC 39073,1,0.0
3-phosphoshikimate 1-carboxyvinyltransferase,Nocardioides sp. JS614,2,1.74
3-phosphoshikimate 1-carboxyvinyltransferase,Parvularcula bermudensis HTCC2503,1,0.0
3-phosphoshikimate 1-carboxyvinyltransferase,Saccharopolyspora erythraea NRRL 2338,1,0.0
3-phosphoshikimate 1-carboxyvinyltransferase,Synechococcus sp. WH 5701,1,0.0
3-phosphoshikimate 1-carboxyvinyltransferase,Syntrophobacter fumaroxidans MPOB,1,0.0
3-phosphoshikimate 1-carboxyvinyltransferase,Thermoanaerobacter sp. X561,2,1.64
30S ribosomal protein,Flavobacteria bacterium BBFL7,7,5.68
30S ribosomal protein S1,Acinetobacter haemolyticus ATCC 19194,1,0.0
30S ribosomal protein S1,Aromatoleum aromaticum EbN1,2,1.6
30S ribosomal protein S1,Arthrobacter sp. FB24,4,3.31
30S ribosomal protein S1,Azotobacter vinelandii DJ,1,0.0
30S ribosomal protein S1,Blastopirellula marina DSM 3645,2,1.69
30S ribosomal protein S1,Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum),2,1.7
30S ribosomal protein S1,Dyadobacter fermentans DSM 18053,2,1.52
30S ribosomal protein S1,Flavobacterium psychrophilum JIP02/86,6,4.84
30S ribosomal protein S1,Hahella chejuensis KCTC 2396,3,2.52
30S ribosomal protein S1,Nitrobacter hamburgensis X14,3,2.55
30S ribosomal protein S1,Parvibaculum lavamentivorans DS-1,8,6.41
30S ribosomal protein S1,Pseudomonas syringae pv. tomato Max13,1,0.0
30S ribosomal protein S1,Reinekea blandensis MED297,6,4.75
30S ribosomal protein S1,Rhodobacter capsulatus SB 1003,4,3.37
30S ribosomal protein S1,Rhodobacterales bacterium HTCC2255,1,0.0
30S ribosomal protein S1,Rickettsia prowazekii str. Madrid E,1,0.0
30S ribosomal protein S1,Salinispora tropica CNB-440,1,0.0
30S ribosomal protein S1,Synechococcus sp. WH 5701,4,3.33
30S ribosomal protein S10,Nitrosomonas europaea ATCC 19718,1,0.0
30S ribosomal protein S10,Prochlorococcus marinus str. MIT 9312,3,2.49
30S ribosomal protein S10,Psychrobacter cryohalolentis K5,2,1.73
30S ribosomal protein S10,Rickettsia rickettsii str. ''Sheila Smith'',1,0.0
30S ribosomal protein S10,Roseobacter denitrificans OCh 114,5,4.14
30S ribosomal protein S10,Roseobacter sp. SK209-2-6,2,1.61
30S ribosomal protein S10,Synechococcus sp. WH 7805,11,9.14
30S ribosomal protein S11,Agrobacterium tumefaciens str. C58,1,0.0
30S ribosomal protein S11,Algoriphagus sp. PR1,1,0.0
30S ribosomal protein S11,Bartonella grahamii as4aup,1,0.0
30S ribosomal protein S11,Myxococcus xanthus DK 1622,2,1.66
30S ribosomal protein S11,Sphingobacterium spiritivorum ATCC 33861,1,0.0
30S ribosomal protein S11P,Pyrococcus furiosus DSM 3638,1,0.0
30S ribosomal protein S12,Maribacter sp. HTCC2170,2,1.6
30S ribosomal protein S12,Syntrophobacter fumaroxidans MPOB,1,0.0
30S ribosomal protein S12,alpha proteobacterium BAL199,10,8.28
30S ribosomal protein S12,marine gamma proteobacterium HTCC2143,2,1.63
30S ribosomal protein S13,Campylobacter hominis ATCC BAA-381,1,0.0
30S ribosomal protein S13,Gluconacetobacter diazotrophicus PAl 5,3,2.53
30S ribosomal protein S13,Mycobacterium smegmatis str. MC2 155,2,1.61
30S ribosomal protein S13,Pectobacterium atrosepticum SCRI1043,1,0.0
30S ribosomal protein S13,Porphyromonas gingivalis ATCC 33277,8,6.61
30S ribosomal protein S13,Roseobacter litoralis Och 149,2,1.69
30S ribosomal protein S14,Acinetobacter baumannii AYE,1,0.0
30S ribosomal protein S14,Arthrobacter arilaitensis Re117,1,0.0
30S ribosomal protein S14,Candidatus Puniceispirillum marinum IMCC1322,3,2.38
30S ribosomal protein S14,Synechococcus elongatus PCC 7942,1,0.0
30S ribosomal protein S14,alpha proteobacterium BAL199,2,1.59
30S ribosomal protein S14,gamma proteobacterium NOR51-B,2,1.64
30S ribosomal protein S15,Bifidobacterium animalis subsp. lactis AD011,1,0.0
30S ribosomal protein S15,Flavobacterium johnsoniae UW101,1,0.0
30S ribosomal protein S15,Pelobacter carbinolicus DSM 2380,1,0.0
30S ribosomal protein S15,Synechococcus sp. RCC307,5,4.04
30S ribosomal protein S16,Plesiocystis pacifica SIR-1,1,0.0
30S ribosomal protein S16,Sphingobacterium spiritivorum ATCC 33300,1,0.0
30S ribosomal protein S17,Flavobacterium psychrophilum JIP02/86,3,2.49
30S ribosomal protein S17,Frankia sp. CcI3,2,1.72
30S ribosomal protein S17,Marinobacter aquaeolei VT8,3,2.4
30S ribosomal protein S17,Vibrio fischeri ES114,1,0.0
30S ribosomal protein S18,Caulobacter crescentus CB15,2,1.64
30S ribosomal protein S18,Thermobifida fusca YX,1,0.0
30S ribosomal protein S18,Zunongwangia profunda SM-A87,6,4.96
30S ribosomal protein S19,Cytophaga hutchinsonii ATCC 33406,1,0.0
30S ribosomal protein S19,Kytococcus sedentarius DSM 20547,1,0.0
30S ribosomal protein S19,Pseudomonas syringae pv. tomato K40,1,0.0
30S ribosomal protein S2,Cupriavidus metallidurans CH34,1,0.0
30S ribosomal protein S2,Marinobacter aquaeolei VT8,2,1.67
30S ribosomal protein S2,Rhodospirillum centenum SW,26,21.41
30S ribosomal protein S2,Synechococcus sp. JA-3-3Ab,1,0.0
30S ribosomal protein S20,Candidatus Pelagibacter ubique HTCC1062,26,21.77
30S ribosomal protein S21,Flavobacteria bacterium BAL38,1,0.0
30S ribosomal protein S21,Jannaschia sp. CCS1,9,7.49
30S ribosomal protein S21,Pseudoalteromonas atlantica T6c,2,1.57
30S ribosomal protein S3,Escherichia coli TA280,2,1.68
30S ribosomal protein S3,Flavobacterium psychrophilum JIP02/86,4,3.3
30S ribosomal protein S3,Haemophilus influenzae Rd KW20,1,0.0
30S ribosomal protein S3,Laribacter hongkongensis HLHK9,1,0.0
30S ribosomal protein S3,alpha proteobacterium BAL199,1,0.0
30S ribosomal protein S3 (rpsC),Flavobacteria bacterium BBFL7,7,5.59
30S ribosomal protein S3P,Candidatus Solibacter usitatus Ellin6076,1,0.0
30S ribosomal protein S4,Flavobacteria bacterium BAL38,2,1.6
30S ribosomal protein S4,Flavobacteria bacterium BBFL7,2,1.59
30S ribosomal protein S4,Rhodospirillum rubrum ATCC 11170,3,2.52
30S ribosomal protein S4,Roseovarius sp. 217,3,2.62
30S ribosomal protein S4,Synechococcus elongatus PCC 7942,1,0.0
30S ribosomal protein S4,Trichodesmium erythraeum IMS101,1,0.0
30S ribosomal protein S5,Acidiphilium cryptum JF-5,6,4.93
30S ribosomal protein S5,Rhodobacter sphaeroides KD131,2,1.64
30S ribosomal protein S5,Sphingobacterium spiritivorum ATCC 33861,1,0.0
30S ribosomal protein S5,Sulfurimonas denitrificans DSM 1251,1,0.0
30S ribosomal protein S5P,Methanosaeta thermophila PT,1,0.0
30S ribosomal protein S6,Magnetospirillum magneticum AMB-1,4,3.4
30S ribosomal protein S6,Porphyromonas gingivalis W83,3,2.45
30S ribosomal protein S6,Synechococcus sp. WH 7803,5,4.02
30S ribosomal protein S7,Agrobacterium tumefaciens str. C58,1,0.0
30S ribosomal protein S7,Novosphingobium aromaticivorans DSM 12444,1,0.0
30S ribosomal protein S7,Psychroflexus torquis ATCC 700755,1,0.0
30S ribosomal protein S8,Congregibacter litoralis KT71,10,8.28
30S ribosomal protein S8,Corynebacterium diphtheriae NCTC 13129,2,1.69
30S ribosomal protein S8,Gramella forsetii KT0803,13,10.42
30S ribosomal protein S8,Polaribacter sp. MED152,1,0.0
30S ribosomal protein S9,Kocuria rhizophila DC2201,1,0.0
30S ribosomal protein S9,Maritimibacter alkaliphilus HTCC2654,2,1.64
30S ribosomal protein S9,Mycoplasma genitalium G37,1,0.0
30S ribosomal protein S9,Prochlorococcus marinus str. MIT 9215,1,0.0
30S ribosomal protein S9,Pseudomonas putida F1,2,1.69
30S ribosomal protein S9,Synechococcus sp. CC9311,2,1.7
3D domain protein,Akkermansia muciniphila ATCC BAA-835,1,0.0
4''-phosphopantetheinyl transferase related protein,Synechococcus sp. RCC307,6,4.99
4-(cytidine 5''-diphospho)-2-c-methyl-d-erythritol kinase,Rhodococcus equi 103S,1,0.0
4-alpha-glucanotransferase,Eubacterium limosum KIST612,2,1.61
4-alpha-glucanotransferase,Verrucomicrobiae bacterium DG1235,1,0.0
4-amino-4-deoxychorismate lyase,Robiginitalea biformata HTCC2501,1,0.0
4-aminobutyrate aminotransferase,Acidothermus cellulolyticus 11B,2,1.65
4-aminobutyrate aminotransferase,Mesorhizobium opportunistum WSM2075,1,0.0
4-carboxymuconolactone decarboxylase,Ochrobactrum anthropi ATCC 49188,3,2.49
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,Pedobacter saltans DSM 12145,1,0.0
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,Ruegeria sp. TM1040,1,0.0
4-diphosphocytidyl-2C-methyl-D-erythritol kinase,Hyphomonas neptunium ATCC 15444,2,1.75
4-diphosphocytidyl-2C-methyl-D-erythritol kinase,Phaeobacter gallaeciensis BS107,4,3.32
4-enzyme protein: 3-hydroxyacyl-CoA dehydrogenase; 3-hydroxybutyryl-CoA epimerase,Flavobacteria bacterium BAL38,10,8.3
4-hydroxy-2-ketovalerate aldolase,Pelotomaculum thermopropionicum SI,1,0.0
4-hydroxy-2-ketovalerate aldolase,Ralstonia pickettii 12J,1,0.0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Aeromonas hydrophila subsp. hydrophila ATCC 7966,1,0.0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Anoxybacillus flavithermus WK1,1,0.0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Candidatus Pelagibacter ubique HTCC1062,132,108.16
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Hahella chejuensis KCTC 2396,19,15.8
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Leifsonia xyli subsp. xyli str. CTCB07,1,0.0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Listeria monocytogenes 08-5923,1,0.0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Oceanicola granulosus HTCC2516,1,0.0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Oligotropha carboxidovorans OM5,2,1.71
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Planctomyces brasiliensis DSM 5305,1,0.0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Pseudomonas fluorescens Pf0-1,2,1.66
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Pseudovibrio sp. JE062,1,0.0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Synechococcus sp. RS9916,2,1.71
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Yersinia mollaretii ATCC 43969,7,5.82
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Actinobacillus pleuropneumoniae serovar 3 str. JL03,1,0.0
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Bartonella bacilliformis KC583,12,9.8
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Ehrlichia ruminantium str. Gardel,1,0.0
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Leadbetterella byssophila DSM 17132,1,0.0
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Methylophilales bacterium HTCC2181,5,4.14
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Rhodopseudomonas palustris CGA009,13,10.67
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Rothia dentocariosa ATCC 17931,1,0.0
4-hydroxybenzoate 3-monooxygenase,Oceanicola batsensis HTCC2597,11,9.15
4-hydroxybenzoate polyprenyl transferase,Leptothrix cholodnii SP-6,1,0.0
4-hydroxybenzoate polyprenyl transferase,Shewanella violacea DSS12,1,0.0
4-hydroxybenzoate polyprenyltransferase,Paracoccus denitrificans PD1222,4,3.32
4-hydroxybenzoate polyprenyltransferase,Rhodobacter capsulatus SB 1003,6,4.82
4-hydroxyphenylacetate 3-hydroxylase family protein,marine gamma proteobacterium HTCC2080,30,24.69
4-hydroxyphenylpyruvate dioxygenase,Chelativorans sp. BNC1,4,3.34
4-hydroxyphenylpyruvate dioxygenase,Flavobacteriaceae bacterium 3519-10,1,0.0
4-hydroxyphenylpyruvate dioxygenase,Leeuwenhoekiella blandensis MED217,6,5.03
4-hydroxyphenylpyruvate dioxygenase,Roseobacter sp. GAI101,3,2.47
4-hydroxyphenylpyruvate dioxygenase,Ruegeria sp. TM1040,14,11.66
4-hydroxythreonine-4-phosphate dehydrogenase,Burkholderia pseudomallei 668,1,0.0
4-hydroxythreonine-4-phosphate dehydrogenase,Candidatus Pelagibacter ubique HTCC1062,18,15.18
4-hydroxythreonine-4-phosphate dehydrogenase,Croceibacter atlanticus HTCC2559,7,5.79
4-hydroxythreonine-4-phosphate dehydrogenase,Dinoroseobacter shibae DFL 12,1,0.0
4-hydroxythreonine-4-phosphate dehydrogenase,Methylobacterium extorquens PA1,2,1.64
4-hydroxythreonine-4-phosphate dehydrogenase,Prochlorococcus marinus subsp. marinus str. CCMP1375,1,0.0
4-hydroxythreonine-4-phosphate dehydrogenase,Psychroflexus torquis ATCC 700755,1,0.0
4-hydroxythreonine-4-phosphate dehydrogenase,Rhodobacter sphaeroides KD131,9,7.5
4-hydroxythreonine-4-phosphate dehydrogenase,Rhodobacteraceae bacterium KLH11,1,0.0
4-hydroxythreonine-4-phosphate dehydrogenase,Roseobacter sp. AzwK-3b,1,0.0
4-hydroxythreonine-4-phosphate dehydrogenase,Shewanella sp. W3-18-1,1,0.0
4-hydroxythreonine-4-phosphate dehydrogenase,unidentified eubacterium SCB49,1,0.0
4-hydroxythreonine-4-phosphate dehydrogenase (4-(phosphohydroxy)-L-threonine dehydrogenase),Acinetobacter sp. ADP1,4,3.27
4-oxalocrotonate decarboxylase,Pseudomonas putida,1,0.0
40S ribosomal protein S1,Lactobacillus plantarum subsp. plantarum ATCC 14917,1,0.0
40S ribosomal protein S11,Aspergillus fumigatus Af293,1,0.0
40S ribosomal protein S2,Trypanosoma brucei TREU927,1,0.0
40S ribosomal protein S5,Babesia bovis T2Bo,1,0.0
41 helicase,Enterobacteria phage T4,1,0.0
41 helicase,Synechococcus phage S-PM2,37,30.78
4Fe-4S cluster binding,Chromohalobacter salexigens DSM 3043,3,2.5
4Fe-4S ferredoxi,Saccharopolyspora erythraea NRRL 2338,1,0.0
4Fe-4S ferredoxi,gamma proteobacterium NOR51-B,13,10.74
4Fe-4S ferredoxin iron-sulfur binding domain protein,Desulfatibacillum alkenivorans AK-01,1,0.0
4Fe-4S ferredoxin iron-sulfur binding domain protein,Desulfitobacterium hafniense DCB-2,1,0.0
4Fe-4S ferredoxin iron-sulfur binding domain protein,Mesorhizobium opportunistum WSM2075,1,0.0
5'' nucleotidas,Bacteroides ovatus SD CMC 3f,2,1.59
5'' nucleotidas,Ixodes scapularis,1,0.0
5'' to 3'' exonucleas,Saccharomyces cerevisiae S288c,1,0.0
5''-methylthioadenosine phosphorylase,Prochlorococcus marinus str. MIT 9303,2,1.68
5''-nucleotidas,Capnocytophaga ochracea DSM 7271,1,0.0
5''-nucleotidase,Rhodopseudomonas palustris HaA2,10,8.23
5''-nucleotidase domain-containing protein,Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1,2,1.58
5-aminolevulinate synthase,Rhodopseudomonas palustris HaA2,1,0.0
5-aminolevulinic acid synthase,Brucella abortus bv. 9 str. C68,3,2.54
5-aminolevulinic acid synthase,Methylosinus trichosporium OB3b,2,1.7
5-aminolevulinic acid synthase,Rhodomicrobium vannielii ATCC 17100,3,2.45
5-carboxymethyl-2-hydroxymuconate delta-isomerase,Burkholderia ambifaria AMMD,1,0.0
5-formyltetrahydrofolate cyclo-ligase,Rhodobacter sphaeroides ATCC 17025,1,0.0
5-formyltetrahydrofolate cyclo-ligase family protein,Roseovarius nubinhibens ISM,1,0.0
5-methyltetrahydrofolate--homocysteine methyltransferase,Gemmatimonas aurantiaca T-27,1,0.0
5-methyltetrahydrofolate:L-homocysteine S-methyltransferase,Dictyostelium discoideum AX4,2,1.59
5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,Vibrio harveyi ATCC BAA-1116,1,0.0
5-methylthioribose kinase,Sinorhizobium meliloti AK83,1,0.0
5-oxopent-3-ene-,Labrenzia aggregata IAM 12614,3,2.52
5-oxopent-3-ene-,Parvibaculum lavamentivorans DS-1,1,0.0
5-oxoprolinase,Roseiflexus castenholzii DSM 13941,1,0.0
5-oxoprolinase (ATP-hydrolyzing),Gluconacetobacter diazotrophicus PAl 5,1,0.0
5-oxoprolinase (ATP-hydrolyzing),Intrasporangium calvum DSM 43043,6,5.0
5-oxoprolinase (ATP-hydrolyzing),Novosphingobium aromaticivorans DSM 12444,37,30.26
5-oxoprolinase (ATP-hydrolyzing),Paracoccus denitrificans PD1222,2,1.58
5-oxoprolinase (ATP-hydrolyzing),Rhodobacteraceae bacterium HTCC2150,1,0.0
5-oxoprolinase (ATP-hydrolyzing),alpha proteobacterium BAL199,7,5.76
5-oxovalerate dehydrogenas,Oceanibulbus indolifex HEL-45,4,3.29
50S ribosomal protein L1,Chelativorans sp. BNC1,1,0.0
50S ribosomal protein L1,Cyanothece sp. PCC 7424,1,0.0
50S ribosomal protein L1,Francisella tularensis subsp. holarctica FTNF002-00,1,0.0
50S ribosomal protein L1,Gluconobacter oxydans 621H,3,2.53
50S ribosomal protein L1,Lactobacillus salivarius UCC118,1,0.0
50S ribosomal protein L1,Leifsonia xyli subsp. xyli str. CTCB07,3,2.55
50S ribosomal protein L1,Roseobacter denitrificans OCh 114,1,0.0
50S ribosomal protein L10,Roseobacter litoralis Och 149,1,0.0
50S ribosomal protein L10,Ruegeria sp. TM1040,19,15.39
50S ribosomal protein L10,Synechococcus sp. RS9917,2,1.63
50S ribosomal protein L11,Acidiphilium cryptum JF-5,1,0.0
50S ribosomal protein L11,Novosphingobium aromaticivorans DSM 12444,1,0.0
50S ribosomal protein L11,Pediococcus pentosaceus ATCC 25745,1,0.0
50S ribosomal protein L11,Polaribacter sp. MED152,5,4.19
50S ribosomal protein L11,Staphylococcus aureus subsp. aureus JH1,3,2.41
50S ribosomal protein L11,Thioalkalivibrio sp. HL-EbGR7,1,0.0
50S ribosomal protein L11,marine actinobacterium PHSC20C1,4,3.3
50S ribosomal protein L11P,Rubrobacter xylanophilus DSM 9941,1,0.0
50S ribosomal protein L11P methyltransferase,Anaeromyxobacter dehalogenans 2CP-C,1,0.0
50S ribosomal protein L12P,Methanosphaera stadtmanae DSM 3091,1,0.0
50S ribosomal protein L13,Desulfovibrio vulgaris DP4,2,1.64
