gene function,organism,counts,nador_1_counts
3-oxoacyl-(acyl-carrier protein) reductase,Caulobacter crescentus CB15,1,0.0
3-oxoacyl-(acyl-carrier-protein),Ralstonia solanacearum IPO1609,1,0.0
3-oxoacyl-(acyl-carrier-protein) reductase,Coxiella burnetii RSA 331,3,2.55
3-oxoacyl-(acyl-carrier-protein) reductase,Fibrobacter succinogenes subsp. succinogenes S85,1,0.0
3-oxoacyl-(acyl-carrier-protein) reductase,Hydrogenobaculum sp. Y04AAS1,1,0.0
3-oxoacyl-(acyl-carrier-protein) reductase,Thioalkalivibrio sp. K90mix,2,1.75
3-oxoacyl-(acyl-carrier-protein) synthase,Thermoanaerobacter tengcongensis MB4,6,5.01
3-oxoacyl-(acyl-carrier-protein) synthase 2,Chitinophaga pinensis DSM 2588,7,5.83
3-oxoacyl-(acyl-carrier-protein) synthase 2,Frankia sp. EuI1c,1,0.0
3-oxoacyl-(acyl-carrier-protein) synthase 2,Synechococcus sp. WH 8109,21,17.33
3-oxoacyl-(acyl-carrier-protein) synthase I,gamma proteobacterium NOR51-B,4,3.15
3-oxoacyl-(acyl-carrier-protein) synthase II,Chlorobium tepidum TLS,1,0.0
3-oxoacyl-(acyl-carrier-protein) synthase III,Flavobacteria bacterium MS024-3C,1,0.0
3-oxoacyl-(acyl-carrier-protein) synthase III,Methylophaga thiooxidans DMS010,1,0.0
3-oxoacyl-(acyl-carrier-protein) synthase III,Pedobacter heparinus DSM 2366,3,2.44
3-oxoacyl-(acyl-carrier-protein) synthase III,Ruegeria sp. R11,5,4.03
3-oxoacyl-(acyl-carrier-protein) synthase III,Thiomicrospira crunogena XCL-2,1,0.0
3-oxoacyl-[acyl-carrier protein,Aurantimonas manganoxydans SI85-9A1,1,0.0
3-oxoacyl-[acyl-carrier-protein,Aeromonas hydrophila subsp. hydrophila ATCC 7966,1,0.0
3-oxoacyl-[acyl-carrier-protein,Chlorobium phaeovibrioides DSM 265,2,1.67
3-oxoacyl-[acyl-carrier-protein,Chromohalobacter salexigens DSM 3043,1,0.0
3-oxoacyl-[acyl-carrier-protein,Dictyoglomus thermophilum H-6-12,2,1.64
3-oxoacyl-[acyl-carrier-protein,Flavobacteria bacterium BAL38,5,4.03
3-oxoacyl-[acyl-carrier-protein,Vibrio cholerae INDRE 91/1,1,0.0
3-oxoacyl-acyl carrier protein reductase,Bradyrhizobium sp. BTAi1,13,10.66
3-oxoadipate CoA-succinyl transferas,Roseobacter denitrificans OCh 114,16,13.59
3-oxoadipate:succinyl-CoA transferas,Pseudomonas syringae pv. phaseolicola 1448A,2,1.65
3-phosphoserine phosphatase,Streptomyces ghanaensis ATCC 14672,1,0.0
3-phosphoshikimate 1-carboxyvinyltransferase,Corynebacterium jeikeium K411,1,0.0
3-phosphoshikimate 1-carboxyvinyltransferase,Cyanobium sp. PCC 7001,1,0.0
3-phosphoshikimate 1-carboxyvinyltransferase,Flavobacteria bacterium MS024-2A,13,10.6
3-phosphoshikimate 1-carboxyvinyltransferase,Jonesia denitrificans DSM 20603,1,0.0
3-phosphoshikimate 1-carboxyvinyltransferase,Lactobacillus plantarum JDM1,5,4.17
3-phosphoshikimate 1-carboxyvinyltransferase,Moorella thermoacetica ATCC 39073,1,0.0
3-phosphoshikimate 1-carboxyvinyltransferase,Nocardioides sp. JS614,1,0.0
3-phosphoshikimate 1-carboxyvinyltransferase,Parvularcula bermudensis HTCC2503,1,0.0
3-phosphoshikimate 1-carboxyvinyltransferase,Prochlorococcus marinus subsp. marinus str. CCMP1375,1,0.0
3-phosphoshikimate 1-carboxyvinyltransferase,Saccharopolyspora erythraea NRRL 2338,3,2.46
3-phosphoshikimate 1-carboxyvinyltransferase,Synechococcus sp. WH 5701,2,1.66
3-phosphoshikimate 1-carboxyvinyltransferase,Syntrophobacter fumaroxidans MPOB,2,1.54
3-phosphoshikimate 1-carboxyvinyltransferase,Verrucomicrobium spinosum DSM 4136,2,1.6
30S ribosomal protein,Flavobacteria bacterium BBFL7,8,6.54
30S ribosomal protein S1,Acinetobacter haemolyticus ATCC 19194,1,0.0
30S ribosomal protein S1,Aromatoleum aromaticum EbN1,1,0.0
30S ribosomal protein S1,Arthrobacter sp. FB24,2,1.69
30S ribosomal protein S1,Blastopirellula marina DSM 3645,1,0.0
30S ribosomal protein S1,Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum),2,1.62
30S ribosomal protein S1,Dyadobacter fermentans DSM 18053,2,1.61
30S ribosomal protein S1,Flavobacterium psychrophilum JIP02/86,12,9.79
30S ribosomal protein S1,Hahella chejuensis KCTC 2396,6,5.03
30S ribosomal protein S1,Parvibaculum lavamentivorans DS-1,10,8.23
30S ribosomal protein S1,Reinekea blandensis MED297,11,8.99
30S ribosomal protein S1,Rhodobacter capsulatus SB 1003,12,9.96
30S ribosomal protein S1,Rhodococcus jostii RHA1,1,0.0
30S ribosomal protein S1,Rickettsia prowazekii str. Madrid E,1,0.0
30S ribosomal protein S1,Salinispora tropica CNB-440,1,0.0
30S ribosomal protein S1,Synechococcus sp. WH 5701,4,3.27
30S ribosomal protein S10,Nitrobacter hamburgensis X14,4,3.38
30S ribosomal protein S10,Nitrosomonas europaea ATCC 19718,1,0.0
30S ribosomal protein S10,Prochlorococcus marinus str. MIT 9312,1,0.0
30S ribosomal protein S10,Rhodobacter sphaeroides KD131,1,0.0
30S ribosomal protein S10,Rickettsia rickettsii str. ''Sheila Smith'',1,0.0
30S ribosomal protein S10,Roseobacter denitrificans OCh 114,12,9.68
30S ribosomal protein S10,Roseobacter sp. SK209-2-6,2,1.66
30S ribosomal protein S11,Algoriphagus sp. PR1,1,0.0
30S ribosomal protein S11,Bartonella grahamii as4aup,1,0.0
30S ribosomal protein S11,Myxococcus xanthus DK 1622,1,0.0
30S ribosomal protein S11,Sphingobacterium spiritivorum ATCC 33861,2,1.59
30S ribosomal protein S11,Streptomyces griseoflavus Tu4000,1,0.0
30S ribosomal protein S12,Bartonella bacilliformis KC583,2,1.68
30S ribosomal protein S12,Lactobacillus fermentum 28-3-CHN,1,0.0
30S ribosomal protein S12,Nocardioides sp. JS614,2,1.76
30S ribosomal protein S12,Sulfurihydrogenibium sp. YO3AOP1,1,0.0
30S ribosomal protein S12,Syntrophobacter fumaroxidans MPOB,1,0.0
30S ribosomal protein S12,alpha proteobacterium BAL199,11,9.09
30S ribosomal protein S12,marine gamma proteobacterium HTCC2143,1,0.0
30S ribosomal protein S13,Campylobacter hominis ATCC BAA-381,1,0.0
30S ribosomal protein S13,Gluconacetobacter diazotrophicus PAl 5,2,1.66
30S ribosomal protein S13,Mycobacterium smegmatis str. MC2 155,1,0.0
30S ribosomal protein S13,Porphyromonas gingivalis ATCC 33277,6,4.89
30S ribosomal protein S13,Rhodomicrobium vannielii ATCC 17100,1,0.0
30S ribosomal protein S13,Roseobacter litoralis Och 149,1,0.0
30S ribosomal protein S14,Acinetobacter baumannii AYE,2,1.57
30S ribosomal protein S14,Candidatus Puniceispirillum marinum IMCC1322,5,4.22
30S ribosomal protein S14,Shewanella baltica OS195,1,0.0
30S ribosomal protein S14,Synechococcus elongatus PCC 7942,2,1.69
30S ribosomal protein S14,alpha proteobacterium BAL199,3,2.45
30S ribosomal protein S15,Flavobacterium johnsoniae UW101,1,0.0
30S ribosomal protein S15,Pseudomonas entomophila L48,1,0.0
30S ribosomal protein S16,Plesiocystis pacifica SIR-1,1,0.0
30S ribosomal protein S17,Flavobacterium psychrophilum JIP02/86,4,3.29
30S ribosomal protein S17,Marinobacter aquaeolei VT8,4,3.12
30S ribosomal protein S18,Caulobacter crescentus CB15,1,0.0
30S ribosomal protein S18,Thermobifida fusca YX,1,0.0
30S ribosomal protein S18,Zunongwangia profunda SM-A87,7,5.72
30S ribosomal protein S19,Cytophaga hutchinsonii ATCC 33406,1,0.0
30S ribosomal protein S19,Pseudomonas syringae pv. tomato K40,1,0.0
30S ribosomal protein S2,Cupriavidus metallidurans CH34,1,0.0
30S ribosomal protein S2,Marinobacter aquaeolei VT8,3,2.44
30S ribosomal protein S2,Rhodospirillum centenum SW,22,17.93
30S ribosomal protein S2,Salinispora arenicola CNS-205,3,2.51
30S ribosomal protein S20,Candidatus Pelagibacter ubique HTCC1062,25,20.22
30S ribosomal protein S21,Jannaschia sp. CCS1,9,7.49
30S ribosomal protein S21,Pseudoalteromonas atlantica T6c,1,0.0
30S ribosomal protein S3,Buchnera aphidicola str. Sg (Schizaphis graminum),1,0.0
30S ribosomal protein S3,Escherichia coli TA280,2,1.58
30S ribosomal protein S3,Flavobacterium psychrophilum JIP02/86,2,1.66
30S ribosomal protein S3,Haemophilus influenzae Rd KW20,3,2.5
30S ribosomal protein S3,alpha proteobacterium BAL199,1,0.0
30S ribosomal protein S3 (rpsC),Flavobacteria bacterium BBFL7,9,7.42
30S ribosomal protein S4,Nitrosospira multiformis ATCC 25196,1,0.0
30S ribosomal protein S4,Rhodospirillum rubrum ATCC 11170,2,1.63
30S ribosomal protein S4,Roseovarius sp. 217,2,1.74
30S ribosomal protein S4,Synechococcus elongatus PCC 7942,1,0.0
30S ribosomal protein S5,Acidiphilium cryptum JF-5,2,1.7
30S ribosomal protein S5,Rhodobacter sphaeroides KD131,2,1.64
30S ribosomal protein S5,Sphingobacterium spiritivorum ATCC 33861,1,0.0
30S ribosomal protein S5P,Methanosarcina mazei Go1,1,0.0
30S ribosomal protein S5P,Nitrosopumilus maritimus SCM1,1,0.0
30S ribosomal protein S6,Magnetospirillum magneticum AMB-1,6,4.92
30S ribosomal protein S6,Porphyromonas gingivalis W83,1,0.0
30S ribosomal protein S6,Synechococcus sp. WH 7803,3,2.49
30S ribosomal protein S7,Agrobacterium tumefaciens str. C58,1,0.0
30S ribosomal protein S8,Congregibacter litoralis KT71,13,10.6
30S ribosomal protein S8,Corynebacterium diphtheriae NCTC 13129,3,2.45
30S ribosomal protein S8,Gramella forsetii KT0803,18,14.94
30S ribosomal protein S9,Bartonella grahamii as4aup,1,0.0
30S ribosomal protein S9,Kocuria rhizophila DC2201,2,1.58
30S ribosomal protein S9,Pseudomonas putida F1,1,0.0
30S ribosomal protein S9,Synechococcus elongatus PCC 7942,5,4.02
30S ribosomal protein S9,Synechococcus sp. CC9311,5,4.04
30S ribosomal protein S9,Synechococcus sp. WH 7805,1,0.0
4''-phosphopantetheinyl transferase related protein,Synechococcus sp. RCC307,6,4.86
4-alpha-glucanotransferase,Eubacterium limosum KIST612,2,1.62
4-alpha-glucanotransferase,Verrucomicrobiae bacterium DG1235,1,0.0
4-aminobutyrate aminotransferase,Acidiphilium cryptum JF-5,1,0.0
4-aminobutyrate aminotransferase,Acidothermus cellulolyticus 11B,2,1.64
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,Lactobacillus sakei subsp. sakei 23K,1,0.0
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,Pedobacter saltans DSM 12145,1,0.0
4-diphosphocytidyl-2C-methyl-D-erythritol kinase,Hyphomonas neptunium ATCC 15444,2,1.61
4-diphosphocytidyl-2C-methyl-D-erythritol kinase,Phaeobacter gallaeciensis BS107,4,3.26
4-enzyme protein: 3-hydroxyacyl-CoA dehydrogenase; 3-hydroxybutyryl-CoA epimerase,Flavobacteria bacterium BAL38,14,11.41
4-hydroxy-2-ketovalerate aldolase,Ralstonia pickettii 12J,4,3.3
4-hydroxy-2-ketovalerate aldolase,Shewanella halifaxensis HAW-EB4,1,0.0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Aeromonas hydrophila subsp. hydrophila ATCC 7966,1,0.0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Candidatus Pelagibacter ubique HTCC1062,128,104.68
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Hahella chejuensis KCTC 2396,28,22.78
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Leifsonia xyli subsp. xyli str. CTCB07,1,0.0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Listeria monocytogenes 08-5923,1,0.0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Oceanicola granulosus HTCC2516,1,0.0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Pseudomonas fluorescens Pf0-1,1,0.0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Pseudomonas syringae pv. aesculi str. 2250,3,2.48
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Streptosporangium roseum DSM 43021,1,0.0
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Actinobacillus pleuropneumoniae serovar 3 str. JL03,4,3.23
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Bartonella bacilliformis KC583,1,0.0
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Burkholderia pseudomallei K96243,1,0.0
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Ehrlichia ruminantium str. Gardel,1,0.0
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Leadbetterella byssophila DSM 17132,1,0.0
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Rhodopseudomonas palustris CGA009,35,28.7
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Rothia dentocariosa ATCC 17931,2,1.66
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Sulfitobacter sp. EE-36,1,0.0
4-hydroxybenzoate 3-monooxygenase,Oceanicola batsensis HTCC2597,16,13.28
4-hydroxybenzoate 3-monooxygenase,Sinorhizobium medicae WSM419,1,0.0
4-hydroxybenzoate octaprenyltransferase,Halomonas elongata DSM 2581,2,1.71
4-hydroxybenzoate polyprenyl transferase,Leptothrix cholodnii SP-6,1,0.0
4-hydroxybenzoate polyprenyltransferase,Paracoccus denitrificans PD1222,4,3.3
4-hydroxybenzoate polyprenyltransferase,Rhodobacter capsulatus SB 1003,3,2.43
4-hydroxybenzoyl-CoA thioesterase,Vibrio sp. RC341,2,1.75
4-hydroxyphenylacetate 3-hydroxylase family protein,marine gamma proteobacterium HTCC2080,32,26.3
4-hydroxyphenylpyruvate dioxygenase,Chelativorans sp. BNC1,6,4.91
4-hydroxyphenylpyruvate dioxygenase,Flavobacteriaceae bacterium 3519-10,1,0.0
4-hydroxyphenylpyruvate dioxygenase,Leeuwenhoekiella blandensis MED217,5,4.18
4-hydroxyphenylpyruvate dioxygenase,Roseobacter sp. GAI101,5,4.23
4-hydroxythreonine-4-phosphate dehydrogenase,Burkholderia pseudomallei 668,1,0.0
4-hydroxythreonine-4-phosphate dehydrogenase,Candidatus Pelagibacter ubique HTCC1062,24,19.77
4-hydroxythreonine-4-phosphate dehydrogenase,Croceibacter atlanticus HTCC2559,7,5.83
4-hydroxythreonine-4-phosphate dehydrogenase,Pseudomonas putida F1,1,0.0
4-hydroxythreonine-4-phosphate dehydrogenase,Psychroflexus torquis ATCC 700755,3,2.45
4-hydroxythreonine-4-phosphate dehydrogenase,Rhodobacter sphaeroides KD131,10,8.18
4-hydroxythreonine-4-phosphate dehydrogenase,Rhodobacteraceae bacterium KLH11,2,1.63
4-hydroxythreonine-4-phosphate dehydrogenase,Riemerella anatipestifer DSM 15868,1,0.0
4-hydroxythreonine-4-phosphate dehydrogenase,Shewanella sp. W3-18-1,1,0.0
4-hydroxythreonine-4-phosphate dehydrogenase,Vibrio parahaemolyticus AQ3810,1,0.0
4-hydroxythreonine-4-phosphate dehydrogenase,unidentified eubacterium SCB49,2,1.69
4-hydroxythreonine-4-phosphate dehydrogenase (4-(phosphohydroxy)-L-threonine dehydrogenase),Acinetobacter sp. ADP1,3,2.44
4-hydroxythreonine-4-phosphate dehydrogenase PdxA,Thiobacillus denitrificans ATCC 25259,1,0.0
40S ribosomal protein S1,Lactobacillus plantarum subsp. plantarum ATCC 14917,1,0.0
40S ribosomal protein S11,Aspergillus fumigatus Af293,1,0.0
40S ribosomal protein S21,Aspergillus clavatus NRRL 1,1,0.0
40S ribosomal protein S4,Schizosaccharomyces pombe 972h-,1,0.0
41 helicase,Enterobacteria phage T4,2,1.7
41 helicase,Synechococcus phage S-PM2,36,29.38
4Fe-4S cluster binding,Chromohalobacter salexigens DSM 3043,3,2.49
4Fe-4S ferredoxi,gamma proteobacterium NOR51-B,19,15.77
4Fe-4S ferredoxin iron-sulfur binding domain protein,Desulfatibacillum alkenivorans AK-01,1,0.0
5'' nucleotidas,Bacteroides ovatus SD CMC 3f,2,1.57
5'' nucleotidas,Ixodes scapularis,1,0.0
5'' to 3'' exonucleas,Saccharomyces cerevisiae S288c,1,0.0
5''-methylthioadenosine phosphorylase,Prochlorococcus marinus str. MIT 9303,3,2.49
5''-methylthioadenosine phosphorylase,Synechocystis sp. PCC 6803,1,0.0
5''-nucleotidase,Rhodopseudomonas palustris HaA2,19,15.61
5''-nucleotidase domain-containing protein,Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1,2,1.66
5-aminolevulinate synthase,Rhodopseudomonas palustris HaA2,1,0.0
5-aminolevulinate synthase,Zymomonas mobilis subsp. mobilis ZM4,1,0.0
5-aminolevulinic acid synthase,Brucella abortus bv. 9 str. C68,6,4.95
5-aminolevulinic acid synthase,Methylosinus trichosporium OB3b,2,1.65
5-aminolevulinic acid synthase,Rhodomicrobium vannielii ATCC 17100,1,0.0
5-carboxymethyl-2-hydroxymuconate delta-isomerase,Burkholderia ambifaria AMMD,1,0.0
5-carboxymethyl-2-hydroxymuconateDelta- isomerase,Acetohalobium arabaticum DSM 5501,1,0.0
5-formyltetrahydrofolate cyclo-ligase,Capnocytophaga ochracea DSM 7271,1,0.0
5-methylaminomethyl-2-thiouridine methyltransferase,Thalassiobium sp. R2A62,2,1.59
5-methyltetrahydrofolate--homocysteine methyltransferase,Gemmatimonas aurantiaca T-27,1,0.0
5-methyltetrahydrofolate:L-homocysteine S-methyltransferase,Dictyostelium discoideum AX4,1,0.0
5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,Vibrio harveyi ATCC BAA-1116,2,1.67
5-oxopent-3-ene-,Labrenzia aggregata IAM 12614,3,2.56
5-oxopent-3-ene-,Parvibaculum lavamentivorans DS-1,1,0.0
5-oxoprolinase,Roseiflexus castenholzii DSM 13941,9,7.33
5-oxoprolinase (ATP-hydrolyzing),Acidovorax citrulli AAC00-1,1,0.0
5-oxoprolinase (ATP-hydrolyzing),Gluconacetobacter diazotrophicus PAl 5,2,1.73
5-oxoprolinase (ATP-hydrolyzing),Intrasporangium calvum DSM 43043,8,6.68
5-oxoprolinase (ATP-hydrolyzing),Novosphingobium aromaticivorans DSM 12444,42,34.32
5-oxoprolinase (ATP-hydrolyzing),Rhodobacteraceae bacterium HTCC2150,1,0.0
5-oxoprolinase (ATP-hydrolyzing),alpha proteobacterium BAL199,3,2.47
5-oxovalerate dehydrogenas,Oceanibulbus indolifex HEL-45,5,4.11
50S ribosomal protein L1,Chelativorans sp. BNC1,1,0.0
50S ribosomal protein L1,Francisella tularensis subsp. holarctica FTNF002-00,1,0.0
50S ribosomal protein L1,Gluconobacter oxydans 621H,2,1.67
50S ribosomal protein L1,Lactobacillus salivarius UCC118,1,0.0
50S ribosomal protein L1,Leifsonia xyli subsp. xyli str. CTCB07,1,0.0
50S ribosomal protein L1,Nitrococcus mobilis Nb-231,1,0.0
50S ribosomal protein L1,Roseobacter denitrificans OCh 114,2,1.74
50S ribosomal protein L10,Ruegeria sp. TM1040,15,12.3
50S ribosomal protein L11,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),1,0.0
50S ribosomal protein L11,Polaribacter sp. MED152,3,2.47
50S ribosomal protein L11,Thioalkalivibrio sp. HL-EbGR7,4,3.18
50S ribosomal protein L11,alpha proteobacterium BAL199,1,0.0
50S ribosomal protein L11,marine actinobacterium PHSC20C1,9,7.34
50S ribosomal protein L11P,Rubrobacter xylanophilus DSM 9941,1,0.0
50S ribosomal protein L12P,Methanosphaera stadtmanae DSM 3091,1,0.0
50S ribosomal protein L13,Agrobacterium tumefaciens str. C58,1,0.0
50S ribosomal protein L13,Desulfovibrio vulgaris DP4,1,0.0
50S ribosomal protein L13,marine actinobacterium PHSC20C1,2,1.68
50S ribosomal protein L14,Kribbella flavida DSM 17836,1,0.0
50S ribosomal protein L14,Neptuniibacter caesariensis,1,0.0
50S ribosomal protein L15,Kordia algicida OT-1,1,0.0
50S ribosomal protein L15,Robiginitalea biformata HTCC2501,7,5.52
50S ribosomal protein L15P,Maricaulis maris MCS10,1,0.0
50S ribosomal protein L15P,Rhodospirillum rubrum ATCC 11170,1,0.0
50S ribosomal protein L16,Acidovorax sp. JS42,1,0.0
50S ribosomal protein L16,Erwinia amylovora CFBP1430,1,0.0
50S ribosomal protein L16,Nostoc sp. PCC 7120,1,0.0
50S ribosomal protein L16,Paulinella chromatophora,1,0.0
50S ribosomal protein L16,Photorhabdus luminescens subsp. laumondii TTO1,2,1.66
50S ribosomal protein L16,Porphyromonas gingivalis W83,1,0.0
50S ribosomal protein L16,Vibrio fischeri ES114,1,0.0
50S ribosomal protein L16,marine actinobacterium PHSC20C1,1,0.0
50S ribosomal protein L17,Bacteroides sp. 1_1_6,2,1.7
50S ribosomal protein L17,Gramella forsetii KT0803,6,5.09
50S ribosomal protein L17,Jannaschia sp. CCS1,2,1.68
50S ribosomal protein L17,Oceanicaulis sp. HTCC2633,4,3.25
50S ribosomal protein L18,Acinetobacter sp. ADP1,5,4.15
50S ribosomal protein L18,Clavibacter michiganensis subsp. michiganensis NCPPB 382,2,1.73
50S ribosomal protein L18,Methylobacillus flagellatus KT,1,0.0
50S ribosomal protein L18P,Halobacterium sp. NRC-1,1,0.0
50S ribosomal protein L19,Bacteroides fragilis NCTC 9343,2,1.66
50S ribosomal protein L19,Beijerinckia indica subsp. indica ATCC 9039,2,1.63
50S ribosomal protein L19,Idiomarina loihiensis L2TR,5,3.95
50S ribosomal protein L19,Rhodopseudomonas palustris DX-1,1,0.0
50S ribosomal protein L19,Ruegeria sp. TM1040,4,3.25
50S ribosomal protein L19,Vibrio alginolyticus 12G01,1,0.0
50S ribosomal protein L2,Azotobacter vinelandii DJ,2,1.68
50S ribosomal protein L2,Candidatus Vesicomyosocius okutanii HA,1,0.0
50S ribosomal protein L2,Methylotenera mobilis JLW8,1,0.0
50S ribosomal protein L2,Pseudomonas entomophila L48,6,4.83
50S ribosomal protein L2,Shewanella amazonensis SB2B,3,2.35
50S ribosomal protein L2,Synechococcus elongatus PCC 6301,2,1.58
50S ribosomal protein L2,Thermotoga maritima MSB8,1,0.0
50S ribosomal protein L20,Aeromonas salmonicida subsp. salmonicida A449,1,0.0
50S ribosomal protein L20,Anaerococcus vaginalis ATCC 51170,1,0.0
50S ribosomal protein L20,Pseudomonas aeruginosa 2192,1,0.0
50S ribosomal protein L20,Verrucomicrobium spinosum DSM 4136,1,0.0
50S ribosomal protein L21,marine actinobacterium PHSC20C1,1,0.0
50S ribosomal protein L22,Durinskia baltica,2,1.72
50S ribosomal protein L22,Saccharophagus degradans 2-40,3,2.51
50S ribosomal protein L23,Methylotenera mobilis JLW8,5,3.97
50S ribosomal protein L23,Novosphingobium aromaticivorans DSM 12444,1,0.0
50S ribosomal protein L23,Shewanella frigidimarina NCIMB 400,1,0.0
50S ribosomal protein L24,Alcanivorax borkumensis SK2,1,0.0
50S ribosomal protein L24,Chromohalobacter salexigens DSM 3043,3,2.44
50S ribosomal protein L24,Francisella tularensis subsp. mediasiatica FSC147,2,1.61
50S ribosomal protein L24,Nocardioides sp. JS614,1,0.0
50S ribosomal protein L24,Polaribacter sp. MED152,2,1.64
50S ribosomal protein L27,Corynebacterium lipophiloflavum DSM 44291,1,0.0
50S ribosomal protein L27,Granulibacter bethesdensis CGDNIH1,1,0.0
50S ribosomal protein L28,Arthrobacter aurescens TC1,1,0.0
50S ribosomal protein L28,Buchnera aphidicola str. Bp (Baizongia pistaciae),1,0.0
50S ribosomal protein L28,Candidatus Pelagibacter ubique HTCC1002,38,30.83
50S ribosomal protein L28,Francisella philomiragia subsp. philomiragia ATCC 25015,4,3.3
50S ribosomal protein L29,Maribacter sp. HTCC2170,2,1.63
50S ribosomal protein L2P,Sanguibacter keddieii DSM 10542,1,0.0
50S ribosomal protein L3,Bacteroides dorei 5_1_36/D4,2,1.63
