gene function,organism,counts,oualidia_1_counts
3-oxoacyl-[acyl-carrier-protein,Methylobacterium extorquens DM4,1,1
3-oxoacyl-acyl carrier protein reductase,Bradyrhizobium sp. BTAi1,1,1
3-oxoadipate CoA-succinyl transferas,Roseobacter denitrificans OCh 114,2,2
3-oxoadipate enol-lactonase,Rhizobium leguminosarum bv. trifolii WSM1325,1,1
3-oxyacyl-[acyl-carrier protein,Kordia algicida OT-1,1,1
3-phosphoglycerate dehydrogenas,Saccharomyces cerevisiae S288c,1,1
3-phosphoglycerate kinase,Pelotomaculum thermopropionicum SI,2,2
3-phosphoshikimate 1-carboxyvinyltransferase,Acidobacterium capsulatum ATCC 51196,1,1
3-phosphoshikimate 1-carboxyvinyltransferase,Cellvibrio japonicus Ueda107,2,2
3-phosphoshikimate 1-carboxyvinyltransferase,Corynebacterium diphtheriae NCTC 13129,1,1
3-phosphoshikimate 1-carboxyvinyltransferase,Corynebacterium jeikeium K411,1,1
3-phosphoshikimate 1-carboxyvinyltransferase,Methylococcus capsulatus str. Bath,2,2
3-phosphoshikimate 1-carboxyvinyltransferase,Nocardioides sp. JS614,1,1
3-phosphoshikimate 1-carboxyvinyltransferase,Nostoc sp. PCC 7120,2,2
3-phosphoshikimate 1-carboxyvinyltransferase,Saccharopolyspora erythraea NRRL 2338,2,2
3-phosphoshikimate 1-carboxyvinyltransferase,Shewanella sp. ANA-3,1,1
3-polyprenyl-4-hydroxybenzoate decarboxylase,Agrobacterium vitis S4,1,1
30S ribosomal protein S1,Acholeplasma laidlawii PG-8A,1,1
30S ribosomal protein S1,Arthrobacter sp. FB24,4,4
30S ribosomal protein S1,Blastopirellula marina DSM 3645,2,2
30S ribosomal protein S1,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,1,1
30S ribosomal protein S1,Flavobacteriales bacterium ALC-1,1,1
30S ribosomal protein S1,Hahella chejuensis KCTC 2396,1,1
30S ribosomal protein S1,Methylobacillus flagellatus KT,5,5
30S ribosomal protein S1,Parvibaculum lavamentivorans DS-1,4,4
30S ribosomal protein S1,Reinekea blandensis MED297,4,4
30S ribosomal protein S1,Rhodopseudomonas palustris CGA009,1,1
30S ribosomal protein S10,Lyngbya sp. PCC 8106,1,1
30S ribosomal protein S10,Nitrosomonas europaea ATCC 19718,1,1
30S ribosomal protein S10,Psychrobacter cryohalolentis K5,1,1
30S ribosomal protein S10,Rhodobacter sphaeroides KD131,4,4
30S ribosomal protein S10,Synechococcus sp. WH 7805,1,1
30S ribosomal protein S11,Maribacter sp. HTCC2170,2,2
30S ribosomal protein S11,Myxococcus xanthus DK 1622,3,3
30S ribosomal protein S12,Bartonella bacilliformis KC583,1,1
30S ribosomal protein S12,Corynebacterium pseudogenitalium ATCC 33035,1,1
30S ribosomal protein S12,Geobacter metallireducens GS-15,1,1
30S ribosomal protein S12,Magnetococcus sp. MC-1,4,4
30S ribosomal protein S12,Maribacter sp. HTCC2170,1,1
30S ribosomal protein S12,Synechococcus sp. JA-2-3B''a(2-13),2,2
30S ribosomal protein S12,alpha proteobacterium BAL199,2,2
30S ribosomal protein S13,Gluconacetobacter diazotrophicus PAl 5,7,7
30S ribosomal protein S13,Marinobacter aquaeolei VT8,2,2
30S ribosomal protein S13,Psychrobacter cryohalolentis K5,1,1
30S ribosomal protein S14,Candidatus Phytoplasma mali,2,2
30S ribosomal protein S14,Durinskia baltica,1,1
30S ribosomal protein S14,Marinomonas sp. MWYL1,1,1
30S ribosomal protein S14,Renibacterium salmoninarum ATCC 33209,1,1
30S ribosomal protein S14,Synechococcus elongatus PCC 7942,1,1
30S ribosomal protein S15,Bifidobacterium animalis subsp. lactis AD011,1,1
30S ribosomal protein S15,Flavobacterium johnsoniae UW101,1,1
30S ribosomal protein S15,Gramella forsetii KT0803,2,2
30S ribosomal protein S16,Clavibacter michiganensis subsp. sepedonicus,3,3
30S ribosomal protein S16,Sphingobacterium spiritivorum ATCC 33300,1,1
30S ribosomal protein S16,Synechococcus sp. CC9311,3,3
30S ribosomal protein S17,Bacillus licheniformis ATCC 14580,1,1
30S ribosomal protein S17,Vibrio fischeri ES114,1,1
30S ribosomal protein S18,Caulobacter crescentus CB15,1,1
30S ribosomal protein S19,Campylobacter jejuni subsp. jejuni 81116,1,1
30S ribosomal protein S19,Clostridium difficile QCD-32g58,1,1
30S ribosomal protein S19,Cyanothece sp. PCC 7424,2,2
30S ribosomal protein S19,Cytophaga hutchinsonii ATCC 33406,1,1
30S ribosomal protein S19,Durinskia baltica,6,6
30S ribosomal protein S19,Kribbella flavida DSM 17836,1,1
30S ribosomal protein S19,Pseudomonas mendocina ymp,4,4
30S ribosomal protein S19 rpsS,Mycobacterium tuberculosis GM 1503,1,1
30S ribosomal protein S2,Bifidobacterium animalis subsp. lactis Bl-04,3,3
30S ribosomal protein S2,Caulobacter segnis ATCC 21756,1,1
30S ribosomal protein S2,Marinobacter aquaeolei VT8,3,3
30S ribosomal protein S2,Mycobacterium avium subsp. avium ATCC 25291,1,1
30S ribosomal protein S2,Rhodospirillum centenum SW,1,1
30S ribosomal protein S2,Saccharophagus degradans 2-40,1,1
30S ribosomal protein S2,Sphingomonas wittichii RW1,3,3
30S ribosomal protein S20,Candidatus Pelagibacter ubique HTCC1062,5,5
30S ribosomal protein S20,Sodalis glossinidius str. ''morsitans'',1,1
30S ribosomal protein S21,Polaribacter sp. MED152,1,1
30S ribosomal protein S3,Chromohalobacter salexigens DSM 3043,2,2
30S ribosomal protein S3,Flavobacterium psychrophilum JIP02/86,1,1
30S ribosomal protein S3,Haemophilus influenzae Rd KW20,1,1
30S ribosomal protein S3,Jannaschia sp. CCS1,1,1
30S ribosomal protein S3,Thalassiosira oceanica CCMP1005,4,4
30S ribosomal protein S32,Saccharophagus degradans 2-40,1,1
30S ribosomal protein S3P,Candidatus Solibacter usitatus Ellin6076,1,1
30S ribosomal protein S4,Candidatus Pelagibacter ubique HTCC1062,23,23
30S ribosomal protein S4,Prochlorococcus marinus str. MIT 9303,1,1
30S ribosomal protein S4,Psychromonas ingrahamii 37,1,1
30S ribosomal protein S4,Roseovarius sp. 217,3,3
30S ribosomal protein S4,Ruegeria pomeroyi DSS-3,1,1
30S ribosomal protein S4,Synechococcus elongatus PCC 7942,6,6
30S ribosomal protein S4P,Saccharophagus degradans 2-40,1,1
30S ribosomal protein S5,Acidiphilium cryptum JF-5,1,1
30S ribosomal protein S5,Acinetobacter baumannii AB056,1,1
30S ribosomal protein S5,Nitrosospira multiformis ATCC 25196,4,4
30S ribosomal protein S5,Novosphingobium aromaticivorans DSM 12444,6,6
30S ribosomal protein S5,Roseobacter denitrificans OCh 114,1,1
30S ribosomal protein S6,Bordetella petrii DSM 12804,1,1
30S ribosomal protein S6,Vibrio shilonii AK1,1,1
30S ribosomal protein S7,Gramella forsetii KT0803,2,2
30S ribosomal protein S7,Thiobacillus denitrificans ATCC 25259,1,1
30S ribosomal protein S7,Zunongwangia profunda SM-A87,2,2
30S ribosomal protein S8,Congregibacter litoralis KT71,1,1
30S ribosomal protein S8,Gramella forsetii KT0803,1,1
30S ribosomal protein S8,Jannaschia sp. CCS1,1,1
30S ribosomal protein S8,Polaribacter sp. MED152,1,1
30S ribosomal protein S8,uncultured Termite group 1 bacterium phylotype Rs-D17,1,1
30S ribosomal protein S8P,Sulfolobus acidocaldarius DSM 639,1,1
30S ribosomal protein S9,Actinobacillus pleuropneumoniae serovar 5b str. L20,1,1
30S ribosomal protein S9,Brevibacterium mcbrellneri ATCC 49030,1,1
30S ribosomal protein S9,Kocuria rhizophila DC2201,2,2
30S ribosomal protein S9,Maritimibacter alkaliphilus HTCC2654,2,2
30S ribosomal protein S9,Mycoplasma genitalium G37,2,2
30S ribosomal protein S9,Pseudomonas putida F1,1,1
30S ribosomal protein S9,Roseobacter denitrificans OCh 114,2,2
30S ribosomal protein S9,Synechococcus elongatus PCC 7942,2,2
4''-phosphopantetheinyl transferase,Kocuria rhizophila DC2201,1,1
4''-phosphopantetheinyl transferase,Shewanella oneidensis MR-1,1,1
4-aminobutyrate aminotransferase,Acidothermus cellulolyticus 11B,2,2
4-aminobutyrate aminotransferase,Pseudomonas syringae pv. syringae B728a,1,1
4-aminobutyrate aminotransferase,Rhodobacter sphaeroides ATCC 17029,1,1
4-aminobutyrate aminotransferase,Rhodococcus opacus B4,1,1
4-aminobutyrate aminotransferase,Sagittula stellata E-37,1,1
4-aminobutyrate transaminase,Micrococcus luteus SK58,1,1
4-coumarate--CoA ligase,Rhodococcus jostii RHA1,1,1
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,Shewanella sediminis HAW-EB3,1,1
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,Yersinia enterocolitica subsp. enterocolitica 8081,1,1
4-diphosphocytidyl-2-C-methylerythritol kinase,Dickeya dadantii 3937,1,1
4-diphosphocytidyl-2C-methyl-D-erythritol kinase,Phaeobacter gallaeciensis BS107,1,1
4-diphosphocytidyl-2C-methyl-D-erythritol kinase (CMK) (4-(cytidine-5''-diphospho)-2-C-methyl-D-erythritol kinase),Pseudoalteromonas sp. SM9913,1,1
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Anoxybacillus flavithermus WK1,1,1
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Bacillus licheniformis ATCC 14580,1,1
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Burkholderia pseudomallei 576,1,1
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Candidatus Pelagibacter ubique HTCC1062,59,59
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Hahella chejuensis KCTC 2396,3,3
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Leifsonia xyli subsp. xyli str. CTCB07,1,1
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Planctomyces brasiliensis DSM 5305,1,1
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Pseudomonas syringae pv. aesculi str. 2250,1,1
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Psychroflexus torquis ATCC 700755,1,1
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Acinetobacter baumannii 6014059,1,1
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Acinetobacter sp. DR1,1,1
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Bartonella bacilliformis KC583,7,7
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Methylophilales bacterium HTCC2181,1,1
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Mycobacterium sp. KMS,1,1
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Nocardia farcinica IFM 10152,2,2
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Rhodopseudomonas palustris CGA009,1,1
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Rothia dentocariosa ATCC 17931,3,3
4-hydroxybenzoate octaprenyltransferase,Haemophilus somnus 129PT,1,1
4-hydroxybenzoate octaprenyltransferase,Reinekea blandensis MED297,1,1
4-hydroxybenzoate polyprenyltransferase,Rhodobacter sphaeroides 2.4.1,1,1
4-hydroxybenzoate polyprenyltransferase,Ruegeria pomeroyi DSS-3,1,1
4-hydroxybenzoate polyprenyltransferase,Vibrio sp. RC341,1,1
4-hydroxybenzoate-octaprenyltransferase,Flavobacteriales bacterium ALC-1,1,1
4-hydroxybenzoyl-CoA thioesterase,Comamonas testosteroni CNB-2,2,2
4-hydroxybutyrate coenzyme A transferase,Maribacter sp. HTCC2170,2,2
4-hydroxyphenylacetate 3-hydroxylase family protein,marine gamma proteobacterium HTCC2080,1,1
4-hydroxyphenylpyruvate dioxygenase,Arabidopsis lyrata subsp. lyrata,1,1
4-hydroxyphenylpyruvate dioxygenase,Flavobacteria bacterium BBFL7,1,1
4-hydroxyphenylpyruvate dioxygenase,Leeuwenhoekiella blandensis MED217,1,1
4-hydroxyphenylpyruvate dioxygenase,Populus trichocarpa,2,2
4-hydroxythreonine-4-phosphate dehydrogenase,Candidatus Pelagibacter ubique HTCC1062,5,5
4-hydroxythreonine-4-phosphate dehydrogenase,Methylophaga thiooxidans DMS010,1,1
4-hydroxythreonine-4-phosphate dehydrogenase,Rhodobacteraceae bacterium KLH11,1,1
4-hydroxythreonine-4-phosphate dehydrogenase,Shewanella sp. ANA-3,1,1
4-hydroxythreonine-4-phosphate dehydrogenase,beta proteobacterium KB13,4,4
4-hydroxythreonine-4-phosphate dehydrogenase,unidentified eubacterium SCB49,1,1
40 kDa peptidyl-prolyl cis-trans isomerase,Neurospora crassa OR74A,3,3
40S ribosomal protein S,Cryptosporidium parvum Iowa II,1,1
40S ribosomal protein S11,Schizosaccharomyces pombe 972h-,2,2
40S ribosomal protein S23 (RPS23A),Arabidopsis thaliana,1,1
40S ribosomal protein S3a-like,Mus musculus,1,1
40S ribosomal protein S4,Phytophthora infestans T30-4,2,2
40S ribosomal protein S5,Postia placenta Mad-698-R,1,1
41 helicase,Enterobacteria phage T4,2,2
41 helicase,Synechococcus phage S-PM2,8,8
4Fe-4S ferredoxi,Moorella thermoacetica ATCC 39073,1,1
4Fe-4S ferredoxi,delta proteobacterium MLMS-1,1,1
4Fe-4S ferredoxi,gamma proteobacterium NOR51-B,2,2
4Fe-4S ferredoxin iron-sulfur binding domain protein,Conexibacter woesei DSM 14684,1,1
4Fe-4S ferredoxin iron-sulfur binding domain protein,Desulfatibacillum alkenivorans AK-01,2,2
4Fe-4S ferredoxin iron-sulfur binding domain protein,Meiothermus silvanus DSM 9946,1,1
4Fe-4S ferredoxin iron-sulfur binding domain protein,Mesorhizobium opportunistum WSM2075,2,2
4Fe-4S ferredoxin iron-sulfur binding domain protein,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111,1,1
4Fe-4S ferredoxin iron-sulfur binding domain-containing protein,Rhodomicrobium vannielii ATCC 17100,1,1
4Fe-4S ferredoxin iron-sulfur binding domain-containing protein,Truepera radiovictrix DSM 17093,1,1
5 nucleotidas,Chlorobium phaeovibrioides DSM 265,2,2
5''-3'' exonuclease,Thioalkalivibrio sp. HL-EbGR7,1,1
5''-3'' exoribonucleas,Aedes aegypti,1,1
5''-3'' exoribonuclease,Verticillium albo-atrum VaMs.102,1,1
5''-AMP-activated protein kinas,Aedes aegypti,1,1
5''-Nucleotidase,marine gamma proteobacterium HTCC2080,1,1
5''-methylthioadenosine phosphorylase II,Sulfolobus tokodaii str. 7,1,1
5''-nucleotidase,Flavobacterium psychrophilum JIP02/86,1,1
5''-nucleotidase,Rhodopseudomonas palustris HaA2,4,4
5''-nucleotidase domain-containing protein,Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1,2,2
5-AMP-activated protein kinas,Ricinus communis,1,1
5-amino-6-(5-phosphoribosylamino)uracil reductase / diaminohydroxyphosphoribosylaminopyrimidine deaminase,Pseudomonas fluorescens Pf0-1,1,1
5-aminolevulinate synthase,Oceanibulbus indolifex HEL-45,1,1
5-aminolevulinate synthase,Rhodopseudomonas palustris HaA2,2,2
5-aminolevulinate synthase,Sphingobium japonicum UT26S,1,1
5-aminolevulinic acid synthase,Rhodomicrobium vannielii ATCC 17100,5,5
5-aminolevulinic acid synthase,Roseobacter sp. CCS2,1,1
5-carboxymethyl-2-hydroxymuconate delta-isomerase,Burkholderia ambifaria AMMD,2,2
5-formyltetrahydrofolate cyclo-ligase,Flavobacteriales bacterium ALC-1,1,1
5-keto-4-deoxyuronate isomerase,Agrobacterium vitis S4,1,1
5-methylcytosine-specific restriction enzyme B,Prevotella copri DSM 18205,1,1
5-methyltetrahydrofolate--homocysteine S-methyltransferase,Rhodobacteraceae bacterium HTCC2150,2,2
5-methyltetrahydrofolate-homocysteine methyltransferase,Bacteroides fragilis YCH46,1,1
5-methyltetrahydrofolate-homocysteine methyltransferase (fragment),Xanthomonas campestris pv. vesicatoria str. 85-10,1,1
5-methyltetrahydrofolate:L-homocysteine S-methyltransferase,Dictyostelium discoideum AX4,6,6
5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,Hahella chejuensis KCTC 2396,3,3
5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,Lactococcus lactis subsp. lactis Il1403,2,2
5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,Methylacidiphilum infernorum V4,6,6
5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,Pseudomonas syringae pv. syringae B728a,2,2
5-oxopent-3-ene-,Labrenzia aggregata IAM 12614,1,1
5-oxoprolinase,Roseiflexus castenholzii DSM 13941,1,1
5-oxoprolinase,Uncinocarpus reesii 1704,1,1
5-oxoprolinase (ATP-hydrolyzing),Intrasporangium calvum DSM 43043,3,3
5-oxoprolinase (ATP-hydrolyzing),Novosphingobium aromaticivorans DSM 12444,7,7
5-oxoprolinase (ATP-hydrolyzing),Paracoccus denitrificans PD1222,1,1
5-oxoprolinase (ATP-hydrolyzing),Parvibaculum lavamentivorans DS-1,1,1
5-oxoprolinase (ATP-hydrolyzing),Polaromonas sp. JS666,1,1
5-oxoprolinase (ATP-hydrolyzing),Rhodobacteraceae bacterium HTCC2150,1,1
5-oxoprolinase oplA,Mycobacterium tuberculosis SUMu008,1,1
50S ribosomal protein L1,Campylobacter jejuni subsp. jejuni 81-176,2,2
50S ribosomal protein L1,Leifsonia xyli subsp. xyli str. CTCB07,4,4
50S ribosomal protein L1,Pseudomonas putida W619,1,1
50S ribosomal protein L1,Roseobacter denitrificans OCh 114,3,3
50S ribosomal protein L10,Acidiphilium cryptum JF-5,1,1
50S ribosomal protein L10,Roseobacter litoralis Och 149,2,2
50S ribosomal protein L10,Ruegeria sp. TM1040,1,1
50S ribosomal protein L11,Bifidobacterium animalis subsp. lactis DSM 10140,1,1
50S ribosomal protein L11,Clostridium perfringens str. 13,1,1
50S ribosomal protein L11,Corynebacterium glutamicum R,1,1
50S ribosomal protein L11,Durinskia baltica,4,4
50S ribosomal protein L11,Marinobacter aquaeolei VT8,2,2
50S ribosomal protein L11,Micrococcus luteus NCTC 2665,1,1
50S ribosomal protein L11,Polaribacter sp. MED152,1,1
50S ribosomal protein L11,Symbiobacterium thermophilum IAM 14863,1,1
50S ribosomal protein L11,Thalassiosira oceanica CCMP1005,3,3
50S ribosomal protein L11,Thioalkalivibrio sp. HL-EbGR7,1,1
50S ribosomal protein L11,marine actinobacterium PHSC20C1,7,7
50S ribosomal protein L11 methyltransferase,Allochromatium vinosum DSM 180,1,1
50S ribosomal protein L13,Agrobacterium tumefaciens str. C58,2,2
50S ribosomal protein L13,Alcanivorax borkumensis SK2,1,1
50S ribosomal protein L13,Methylobacillus flagellatus KT,1,1
50S ribosomal protein L13,Synechococcus sp. JA-3-3Ab,3,3
50S ribosomal protein L13,marine actinobacterium PHSC20C1,6,6
50S ribosomal protein L14,Acidovorax citrulli AAC00-1,1,1
50S ribosomal protein L14,Kribbella flavida DSM 17836,2,2
50S ribosomal protein L14,Shewanella piezotolerans WP3,1,1
50S ribosomal protein L14,Streptomyces coelicolor A3(2),1,1
50S ribosomal protein L15,Cellvibrio japonicus Ueda107,1,1
50S ribosomal protein L15e,Methanococcus maripaludis C6,1,1
50S ribosomal protein L16,Haemophilus influenzae 86-028NP,1,1
50S ribosomal protein L16,Pelobacter propionicus DSM 2379,1,1
50S ribosomal protein L16,Renibacterium salmoninarum ATCC 33209,2,2
50S ribosomal protein L16,marine actinobacterium PHSC20C1,8,8
50S ribosomal protein L17,Gramella forsetii KT0803,1,1
50S ribosomal protein L17,Pseudoalteromonas haloplanktis TAC125,1,1
50S ribosomal protein L18,Acinetobacter sp. ADP1,1,1
50S ribosomal protein L18,Clavibacter michiganensis subsp. michiganensis NCPPB 382,6,6
50S ribosomal protein L18,Flavobacteriales bacterium ALC-1,1,1
50S ribosomal protein L18P,Candidatus Koribacter versatilis Ellin345,3,3
50S ribosomal protein L19,Pseudomonas stutzeri A1501,1,1
50S ribosomal protein L19,Rhodopseudomonas palustris DX-1,9,9
50S ribosomal protein L19,Synechococcus sp. WH 7803,1,1
50S ribosomal protein L19,Thalassiosira oceanica CCMP1005,1,1
50S ribosomal protein L19,Vibrio alginolyticus 12G01,4,4
50S ribosomal protein L2,Polaribacter irgensii 23-P,1,1
50S ribosomal protein L2,Pseudomonas entomophila L48,1,1
50S ribosomal protein L2,Shewanella amazonensis SB2B,1,1
50S ribosomal protein L2,Shewanella oneidensis MR-1,2,2
50S ribosomal protein L2,Synechococcus elongatus PCC 6301,2,2
50S ribosomal protein L2,marine gamma proteobacterium HTCC2080,1,1
50S ribosomal protein L21,Marinobacter aquaeolei VT8,2,2
50S ribosomal protein L21,marine actinobacterium PHSC20C1,3,3
50S ribosomal protein L22,Anoxybacillus flavithermus WK1,1,1
50S ribosomal protein L22,Bacillus anthracis str. CDC 684,1,1
50S ribosomal protein L22,Durinskia baltica,3,3
50S ribosomal protein L22,Francisella philomiragia subsp. philomiragia ATCC 25015,1,1
50S ribosomal protein L22,Hahella chejuensis KCTC 2396,3,3
50S ribosomal protein L22,Robiginitalea biformata HTCC2501,2,2
50S ribosomal protein L22,Saccharophagus degradans 2-40,2,2
50S ribosomal protein L23,Leifsonia xyli subsp. xyli str. CTCB07,2,2
50S ribosomal protein L23,Roseobacter denitrificans OCh 114,1,1
50S ribosomal protein L24,Listeria monocytogenes serotype 4b str. CLIP 80459,1,1
50S ribosomal protein L24,Oceanibulbus indolifex HEL-45,1,1
50S ribosomal protein L24,Polaribacter sp. MED152,1,1
50S ribosomal protein L25/general stress protein Ctc,Ochrobactrum anthropi ATCC 49188,8,8
50S ribosomal protein L27,Desulfatibacillum alkenivorans AK-01,1,1
50S ribosomal protein L28,Candidatus Pelagibacter ubique HTCC1002,6,6
50S ribosomal protein L28,Leifsonia xyli subsp. xyli str. CTCB07,9,9
50S ribosomal protein L28,Wolbachia endosymbiont of Drosophila melanogaster,1,1
50S ribosomal protein L29,Maribacter sp. HTCC2170,2,2
50S ribosomal protein L29,Zunongwangia profunda SM-A87,1,1
50S ribosomal protein L3,Carboxydothermus hydrogenoformans Z-2901,1,1
50S ribosomal protein L3,Clavibacter michiganensis subsp. michiganensis NCPPB 382,11,11
50S ribosomal protein L3,Coraliomargarita akajimensis DSM 45221,3,3
50S ribosomal protein L3,Desulfovibrio magneticus RS-1,1,1
50S ribosomal protein L3,Methylophilales bacterium HTCC2181,1,1
50S ribosomal protein L3,Micrococcus luteus SK58,1,1
50S ribosomal protein L3,Pelobacter propionicus DSM 2379,1,1
50S ribosomal protein L3,Ralstonia solanacearum PSI07,1,1
50S ribosomal protein L3,Robiginitalea biformata HTCC2501,1,1
50S ribosomal protein L30,Citromicrobium bathyomarinum JL354,1,1
50S ribosomal protein L31,Candidatus Pelagibacter ubique HTCC1002,17,17
50S ribosomal protein L31,Nodularia spumigena CCY9414,2,2
50S ribosomal protein L33,Mycobacterium vanbaalenii PYR-1,1,1
50S ribosomal protein L33,Robiginitalea biformata HTCC2501,1,1
50S ribosomal protein L34,Bacteroides sp. 9_1_42FAA,1,1
